Rk,Player,WS,G,Season,Age,Team,AS,DRtg,DWS,DBPM,STL,BLK,STL%,BLK%,Pos
641,Wesley Matthews,6.2,60,2014-15,28,POR,0,105,2.2,1.1,1.3,0.2,1.9,0.4,G
642,Brook Lopez,6.2,73,2015-16,27,BKN,0,109,1.7,-0.5,0.8,1.7,1.2,4.1,C
643,Chris Paul,6.2,59,2022-23,37,PHX,0,112,2.5,1.2,1.5,0.4,2.4,1,G
644,Mitchell Robinson,6.1,66,2018-19,20,NYK,0,106,2.2,2.4,0.8,2.4,1.8,10,C
645,Daniel Gafford,6.1,78,2022-23,24,WAS,0,113,1.9,0.6,0.4,1.3,1,5.2,C-F
646,Patrick Patterson,6.1,81,2014-15,25,TOR,0,108,1.7,0.2,0.7,0.5,1.4,1.6,F
647,Lou Williams,6.1,81,2016-17,30,HOULAL,0,113,1,-0.7,1,0.2,1.9,0.8,G
648,Khris Middleton,6.1,77,2018-19,27,MIL,1,106,3.6,0.1,1,0.1,1.6,0.2,F-G
649,Richaun Holmes,6.1,61,2020-21,27,SAC,0,115,1.4,0,0.6,1.6,1.1,4.6,C-F
650,Paul Millsap,6.1,70,2018-19,33,DEN,0,106,2.9,1,1.2,0.8,2.2,2.5,F
651,Rudy Gay,6.1,68,2014-15,28,SAC,0,110,1.3,-0.7,1,0.6,1.5,1.3,F
652,Shai Gilgeous-Alexander,6.1,70,2019-20,21,OKC,0,109,3,0.4,1.1,0.7,1.6,1.7,G
653,Khris Middleton,6.1,79,2015-16,24,MIL,0,110,1.8,-0.5,1.7,0.2,2.3,0.6,F-G
654,Brandan Wright,6.1,75,2014-15,27,BOSDALPHX,0,104,1.8,1.6,0.7,1.3,1.7,5.1,F-C
655,Gerald Green,6.1,82,2013-14,28,PHX,0,108,1.9,-0.6,0.9,0.5,1.5,1.4,G-F
656,Ricky Rubio,6.1,75,2016-17,26,MIN,0,112,1.7,-0.2,1.7,0.1,2.6,0.3,G
657,Serge Ibaka,6.1,74,2018-19,29,TOR,0,105,3.3,0.1,0.4,1.4,0.7,4.3,F-C
658,Robert Covington,6.1,80,2017-18,27,PHI,0,103,4.5,1.7,1.7,0.9,2.6,2.4,F-C
659,Julius Randle,6.1,73,2018-19,24,NOP,0,112,1.9,-0.6,0.7,0.6,1.1,1.6,F-C
660,Chris Boucher,6.1,60,2020-21,28,TOR,0,109,2.1,0.6,0.6,1.9,1.2,7.6,F
661,Mason Plumlee,6.1,82,2015-16,25,POR,0,104,2.7,1.6,0.8,1,1.6,3.2,C-F
662,Isaiah Thomas,6.1,67,2014-15,25,BOSPHX,0,109,1.1,-0.9,0.9,0.1,1.6,0.2,G
663,P.J. Tucker,6.1,81,2013-14,28,PHX,0,106,2.8,0.9,1.4,0.3,2.2,0.7,F
664,Alec Burks,6.1,81,2021-22,30,NYK,0,110,2.9,1.2,1,0.3,1.8,1.1,G
665,Draymond Green,6.1,70,2017-18,27,GSW,1,105,3.4,1.9,1.4,1.3,2,3.1,F
666,CJ McCollum,6,80,2015-16,24,POR,0,110,1.7,-1,1.2,0.3,1.7,0.6,G
667,Harrison Barnes,6,77,2021-22,29,SAC,0,118,1,-1.3,0.7,0.2,1,0.5,F
668,Mason Plumlee,6,81,2016-17,26,DENPOR,0,108,2.4,1.4,0.9,1.1,1.6,3.4,C-F
669,Joe Ingles,6,82,2018-19,31,UTA,0,107,3.6,1.1,1.2,0.2,1.8,0.6,F-G
670,Zaza Pachulia,6,76,2015-16,31,DAL,0,104,2.7,0.1,0.8,0.3,1.6,0.9,C
671,Trevor Ariza,6,80,2016-17,31,HOU,0,108,3.2,1.1,1.8,0.3,2.5,0.6,F
672,John Collins,6,61,2018-19,21,ATL,0,115,1,-1.9,0.4,0.6,0.6,1.8,F
673,DeMarcus Cousins,6,59,2014-15,24,SAC,1,101,3.2,1.5,1.5,1.7,2.3,4,C-F
674,Josh Hart,6,76,2022-23,27,NYKPOR,0,116,2.2,1.1,1.2,0.3,1.8,0.8,G
675,Ben Simmons,6,58,2020-21,24,PHI,1,106,3.3,2.2,1.6,0.6,2.4,1.7,G-F
676,Jarred Vanderbilt,6,74,2021-22,22,MIN,0,108,2.9,1,1.3,0.6,2.5,2.4,F
677,Ja Morant,6,61,2022-23,23,MEM,1,112,2.6,0.5,1.1,0.3,1.6,0.7,G
678,Pau Gasol,6,77,2017-18,37,SAS,0,102,3.3,1.9,0.3,1,0.7,3.6,C-F
679,Marc Gasol,6,79,2018-19,34,MEMTOR,0,105,4,2.3,1.1,1.1,1.7,3.2,C
680,Kevon Looney,6,80,2018-19,22,GSW,0,109,1.8,0.4,0.6,0.7,1.5,3,F-C
681,Jordan Poole,6,76,2021-22,22,GSW,0,110,2.9,-0.3,0.8,0.3,1.3,1,G
682,Chris Andersen,6,72,2013-14,35,MIA,0,102,2.2,0.7,0.4,1.3,1.2,6.1,C-F
683,Chris Boucher,6,80,2021-22,29,TOR,0,108,2.4,-0.4,0.6,0.9,1.4,4.3,F
684,Daniel Gafford,6,72,2021-22,23,WAS,0,111,1.6,0.5,0.4,1.4,1,5.8,C-F
685,Rodney Hood,6,79,2015-16,23,UTA,0,107,2.5,0,0.9,0.2,1.5,0.5,G-F
686,Jakob Poeltl,6,72,2022-23,27,SASTOR,0,114,2.2,0.8,0.9,1.2,1.7,4,C
687,Clint Capela,5.9,65,2016-17,22,HOU,0,106,2.1,-0.1,0.5,1.2,1.1,4.1,C
688,JaVale McGee,5.9,75,2018-19,31,LAL,0,104,2.9,1.2,0.6,2,1.3,7.3,C
689,Danny Green,5.9,80,2018-19,31,TOR,0,108,2.9,0.8,0.9,0.7,1.6,2,G-F
690,Kyle Korver,5.9,71,2013-14,32,ATL,0,108,2,0.2,1,0.3,1.5,0.8,G-F
691,Greg Monroe,5.9,82,2013-14,23,DET,0,108,2.3,-0.6,1.1,0.6,1.7,1.4,C-F
692,Amir Johnson,5.9,79,2015-16,28,BOS,0,102,2.9,1.6,0.7,1.1,1.4,3.6,F-C
693,Buddy Hield,5.9,82,2018-19,26,SAC,0,114,1.6,-1.4,0.7,0.4,1,1.1,G-F
694,Terry Rozier,5.9,73,2021-22,27,CHA,0,115,1.6,-0.7,1.3,0.3,1.8,1,G
695,Marco Belinelli,5.9,80,2013-14,27,SAS,0,105,2.4,0.3,0.6,0.1,1.3,0.3,G-F
696,Bismack Biyombo,5.9,82,2015-16,23,TOR,0,101,3.1,1.1,0.2,1.6,0.5,6.1,C-F
697,Bradley Beal,5.9,60,2020-21,27,WAS,1,115,1.7,-1.4,1.2,0.4,1.5,0.9,G
698,Tobias Harris,5.9,74,2022-23,30,PHI,0,114,2.8,0.1,0.9,0.5,1.4,1.5,F
699,Jeff Teague,5.9,79,2015-16,27,ATL,0,104,3,-0.2,1.2,0.3,2.1,0.8,G
700,Trae Young,5.9,60,2019-20,21,ATL,1,117,0.6,-2.3,1.1,0.1,1.4,0.3,G
701,Ricky Rubio,5.9,82,2013-14,23,MIN,0,104,3.6,1.7,2.3,0.1,3.6,0.3,G
702,Tony Parker,5.9,68,2013-14,31,SAS,1,107,1.9,-1.2,0.5,0.1,0.9,0.3,G
703,Darren Collison,5.9,80,2013-14,26,LAC,0,107,2,0.4,1.2,0.2,2.2,0.6,G
704,Zach LaVine,5.9,58,2020-21,25,CHI,1,114,1.8,-0.8,0.8,0.5,1.1,1.2,G-F
705,JJ Redick,5.9,76,2018-19,34,PHI,0,115,1.2,-2,0.4,0.2,0.6,0.6,G
706,Gorgui Dieng,5.9,82,2015-16,26,MIN,0,106,2.5,0.8,1.1,1.2,2.1,3.5,C
707,Enes Freedom,5.8,72,2016-17,24,OKC,0,107,1.8,-1.3,0.4,0.5,1,2,C
708,Tony Parker,5.8,72,2015-16,33,SAS,0,103,2.9,0.2,0.8,0.2,1.4,0.4,G
709,Zach LaVine,5.8,67,2021-22,26,CHI,1,116,1.3,-1.5,0.6,0.3,0.9,0.9,G-F
710,Michael Kidd-Gilchrist,5.8,81,2016-17,23,CHA,0,106,3.1,0.9,1,1,1.7,2.9,F
711,LaMelo Ball,5.8,75,2021-22,20,CHA,1,112,2.5,0.1,1.6,0.4,2.4,1.2,G
712,Malcolm Brogdon,5.8,67,2022-23,30,BOS,0,113,2.2,0.6,0.7,0.3,1.3,0.9,G
713,Deandre Ayton,5.8,71,2018-19,20,PHX,0,113,1.7,-1.1,0.9,0.9,1.3,2.6,C
714,Jonas Valančiūnas,5.8,79,2022-23,30,NOP,0,110,3,-0.4,0.3,0.7,0.5,2.5,C
715,Robin Lopez,5.8,82,2015-16,27,NYK,0,107,2.1,-0.5,0.2,1.6,0.4,4.4,C
716,Larry Nance Jr.,5.8,66,2017-18,25,CLELAL,0,104,2.3,1.5,1.3,0.6,3,2.2,F-C
717,Desmond Bane,5.8,58,2022-23,24,MEM,0,113,2.3,0.1,1,0.4,1.4,1.1,G
718,DeMarre Carroll,5.8,73,2013-14,27,ATL,0,106,2.6,0.7,1.5,0.3,2.3,0.7,F
719,Tyler Johnson,5.8,73,2016-17,24,MIA,0,107,2.7,1,1.2,0.6,1.9,1.6,G
720,Mason Plumlee,5.8,82,2018-19,28,DEN,0,105,2.9,2.6,0.8,0.9,1.9,3.9,C-F
721,Al-Farouq Aminu,5.8,81,2018-19,28,POR,0,109,2.8,0.6,0.8,0.4,1.4,1.2,F
722,Hassan Whiteside,5.8,65,2021-22,32,UTA,0,104,2.3,1.4,0.3,1.6,0.9,7.8,C
723,JaMychal Green,5.8,77,2016-17,26,MEM,0,107,2.6,0.2,0.6,0.4,1.2,1.5,F
724,Ricky Rubio,5.8,76,2015-16,25,MIN,0,107,2.2,0.8,2.1,0.1,3.5,0.4,G
725,Jaylen Brown,5.8,66,2021-22,25,BOS,0,108,3.4,0.1,1.1,0.3,1.6,0.7,F-G
726,Andre Iguodala,5.8,63,2013-14,30,GSW,0,103,3.1,2.4,1.5,0.3,2.3,0.7,F-G
727,OG Anunoby,5.7,69,2019-20,22,TOR,0,104,3.7,2,1.4,0.7,2.2,2.1,F
728,Ed Davis,5.7,81,2018-19,29,BKN,0,105,2.5,0.7,0.4,0.4,1.2,1.8,F
729,Tristan Thompson,5.7,82,2013-14,22,CLE,0,108,2.3,-1.5,0.5,0.4,0.8,1.1,F-C
730,Taj Gibson,5.7,82,2013-14,28,CHI,0,100,4.4,0.4,0.5,1.4,0.9,3.7,F-C
731,David Lee,5.7,79,2016-17,33,SAS,0,103,2.5,1.1,0.4,0.5,1.1,2.2,F-C
732,John Wall,5.7,77,2015-16,25,WAS,1,104,3.5,0.4,1.9,0.8,2.5,1.7,G
733,Jakob Poeltl,5.7,69,2020-21,25,SAS,0,109,2.5,1.2,0.7,1.8,1.2,5.7,C
734,DeMarcus Cousins,5.7,65,2015-16,25,SAC,1,103,3.3,0.6,1.6,1.4,2.2,3.3,C-F
735,Manu Ginóbili,5.7,68,2013-14,36,SAS,0,103,2.4,1.2,1,0.3,2.3,0.8,G
736,Kevin Love,5.7,74,2021-22,33,CLE,0,108,2.5,0.1,0.4,0.2,0.8,1,F-C
737,Evan Fournier,5.7,79,2015-16,23,ORL,0,110,1.7,-0.5,1.2,0,1.9,0.1,G-F
738,Nikola Mirotić,5.7,82,2014-15,23,CHI,0,101,2.7,1,0.7,0.7,1.7,2.4,F
739,Tyus Jones,5.7,80,2022-23,26,MEM,0,113,2.3,0.3,1,0.1,2,0.3,G
740,Spencer Dinwiddie,5.7,80,2017-18,24,BKN,0,112,1.4,-0.7,0.9,0.3,1.4,0.7,G
741,Gorgui Dieng,5.7,82,2016-17,27,MIN,0,110,2.5,0.6,1.1,1.2,1.7,3.1,C
742,Anthony Morrow,5.7,74,2014-15,29,OKC,0,108,1.2,-0.1,0.7,0.1,1.5,0.5,G
743,Timofey Mozgov,5.7,81,2014-15,28,CLEDEN,0,105,2.2,-0.1,0.4,1.2,0.8,3.7,C
744,De'Aaron Fox,5.6,81,2018-19,21,SAC,0,111,2.5,0.2,1.6,0.6,2.4,1.5,G
745,Kenneth Faried,5.6,75,2014-15,25,DEN,0,106,2.1,-0.7,0.8,0.8,1.5,2.1,F-C
746,Royce O'Neale,5.6,71,2020-21,27,UTA,0,108,3.3,2.1,0.8,0.5,1.2,1.2,F
747,Jalen Williams,5.6,75,2022-23,21,OKC,0,114,2.6,0.7,1.4,0.5,2.1,1.4,G
748,CJ McCollum,5.6,70,2018-19,27,POR,0,113,1.7,-1,0.8,0.4,1.1,0.9,G
749,Cody Zeller,5.6,62,2016-17,24,CHA,0,107,2.2,1.1,1,0.9,1.8,3,C-F
750,Cameron Johnson,5.6,66,2021-22,25,PHX,0,109,2.4,0.7,0.9,0.2,1.6,0.8,F
751,Marc Gasol,5.6,59,2013-14,29,MEM,0,102,3.1,2,1,1.3,1.6,3.2,C
752,Otto Porter Jr.,5.6,75,2015-16,22,WAS,0,105,2.7,0.8,1.4,0.4,2.2,1.1,F
753,Eric Bledsoe,5.6,74,2017-18,28,MILPHX,0,108,2.5,0.3,2,0.6,3.2,1.5,G
754,Gary Trent Jr.,5.6,70,2021-22,23,TOR,0,112,2.5,0.3,1.7,0.3,2.5,0.8,G
755,Kyle Anderson,5.6,69,2020-21,27,MEM,0,109,2.7,1.9,1.2,0.8,2.1,2.7,F-G
756,Josh Richardson,5.6,73,2018-19,25,MIA,0,110,2.6,0.2,1.1,0.5,1.5,1.2,G
757,Serge Ibaka,5.6,64,2014-15,25,OKC,0,104,2.7,0.4,0.5,2.4,0.7,5.8,F-C
758,Terry Rozier,5.6,80,2017-18,23,BOS,0,104,3.4,1.2,1,0.2,1.9,0.8,G
759,Greg Monroe,5.6,81,2016-17,26,MIL,0,105,2.6,0.5,1.1,0.5,2.6,1.8,C-F
760,Tobias Harris,5.6,73,2021-22,29,PHI,0,112,2.6,-0.6,0.6,0.6,0.9,1.5,F
761,Jakob Poeltl,5.6,82,2017-18,22,TOR,0,104,2.4,1.1,0.5,1.2,1.3,5.2,C
762,Marcus Smart,5.6,71,2021-22,27,BOS,0,107,3.7,1.7,1.7,0.3,2.6,0.7,G
763,Joakim Noah,5.6,67,2014-15,29,CHI,0,102,3.1,2,0.7,1.1,1.2,2.6,C
764,Patty Mills,5.6,81,2013-14,25,SAS,0,104,2.1,1.1,0.8,0.1,2.3,0.4,G
765,Thomas Bryant,5.6,72,2018-19,21,WAS,0,112,1.3,-0.3,0.3,0.9,0.8,3.8,C
766,George Hill,5.5,59,2019-20,33,MIL,0,106,2.1,1.3,0.8,0.1,1.7,0.3,G
767,Bobby Portis,5.5,72,2021-22,26,MIL,0,110,2.6,-1,0.7,0.7,1.3,2.4,F
768,Joe Harris,5.5,76,2018-19,27,BKN,0,113,1.7,-0.3,0.5,0.2,0.8,0.6,G
769,Jamal Murray,5.5,81,2017-18,20,DEN,0,113,1.2,-1.5,1,0.3,1.5,0.9,G
770,Montrezl Harrell,5.5,76,2017-18,24,LAC,0,109,1.3,0.2,0.5,0.7,1.4,3.4,F-C
771,Kenneth Faried,5.5,67,2015-16,26,DEN,0,107,1.5,-1.4,0.5,0.9,0.9,2.9,F-C
772,Chandler Parsons,5.5,66,2014-15,26,DAL,0,108,1.7,-0.4,1,0.3,1.6,0.7,F
773,Paul Pierce,5.5,73,2014-15,37,WAS,0,104,2.3,0.3,0.6,0.3,1.2,1,F-G
774,Kelly Olynyk,5.5,76,2017-18,26,MIA,0,105,2.7,1.2,0.8,0.5,1.7,1.7,C-F
775,Serge Ibaka,5.5,78,2015-16,26,OKC,0,105,3,0,0.5,1.9,0.8,4.5,F-C
776,Brook Lopez,5.5,68,2019-20,31,MIL,0,100,4.1,2.5,0.7,2.4,1.2,7.9,C
777,Royce O'Neale,5.5,77,2021-22,28,UTA,0,111,2.8,1.7,1.1,0.4,1.8,1.2,F
778,Mike Conley,5.5,67,2022-23,35,MINUTA,0,118,1.4,-0.1,1.1,0.2,1.7,0.6,G
779,Terance Mann,5.5,81,2021-22,25,LAC,0,112,2.4,0.2,0.7,0.3,1.2,0.8,G-F
780,J.R. Smith,5.5,77,2015-16,30,CLE,0,106,2.5,0.3,1.1,0.3,1.8,0.7,G-F
781,Thaddeus Young,5.5,81,2017-18,29,IND,0,107,3.2,0.4,1.7,0.4,2.6,1.2,F
782,Gary Harris,5.5,67,2017-18,23,DEN,0,112,1.5,-0.2,1.8,0.2,2.6,0.5,G
783,Isaiah Hartenstein,5.5,68,2021-22,23,LAC,0,106,2.2,3.1,0.7,1.1,2,5.4,F
784,Austin Reaves,5.4,64,2022-23,24,LAL,0,117,1.4,0.1,0.5,0.3,0.8,0.9,G
785,Donovan Mitchell,5.4,69,2019-20,23,UTA,1,111,2.2,-0.6,1,0.2,1.4,0.5,G
786,Enes Freedom,5.4,67,2018-19,26,NYKPOR,0,111,1.6,-1.5,0.5,0.4,0.9,1.3,C
787,Andrew Bogut,5.4,70,2015-16,31,GSW,0,99,2.9,3.2,0.5,1.6,1.1,5.8,C
788,Roy Hibbert,5.4,81,2013-14,27,IND,1,98,5,1.5,0.4,2.2,0.6,5.7,C
789,Pascal Siakam,5.4,60,2019-20,25,TOR,1,105,3.6,0.5,1,0.9,1.4,2.5,F-C
790,Monte Morris,5.4,75,2021-22,26,DEN,0,115,1.5,-0.8,0.7,0.2,1.2,0.6,G
791,Myles Turner,5.4,62,2022-23,26,IND,0,114,2,0.7,0.6,2.3,0.9,6.6,C-F
792,Marcus Morris Sr,5.4,80,2015-16,26,DET,0,108,2.5,0.1,0.8,0.3,1.2,0.6,F
793,John Collins,5.4,74,2017-18,20,ATL,0,108,2,0.2,0.6,1.1,1.3,3.8,F
794,Aaron Gordon,5.4,78,2015-16,20,ORL,0,105,2.2,0.1,0.8,0.7,1.6,2.4,F
795,Jrue Holiday,5.4,67,2018-19,28,NOP,0,112,1.9,-0.1,1.6,0.8,2.1,1.8,G
796,Anderson Varejão,5.4,65,2013-14,31,CLE,0,103,2.7,1.1,1.1,0.6,2,1.8,F-C
797,Bojan Bogdanović,5.4,80,2017-18,28,IND,0,112,1.6,-1.2,0.7,0.1,1.1,0.3,G-F
798,David West,5.4,78,2015-16,35,SAS,0,98,2.9,2.6,0.6,0.7,1.6,3,F-C
799,Eric Bledsoe,5.4,61,2019-20,30,MIL,0,104,3,1,0.9,0.4,1.6,1.4,G
800,Al Horford,5.4,67,2019-20,33,PHI,0,109,2.6,1,0.8,0.9,1.2,2.6,C-F
801,Josh Richardson,5.4,81,2017-18,24,MIA,0,106,3.5,1.3,1.5,0.9,2.3,2.4,G
802,Franz Wagner,5.4,80,2022-23,21,ORL,0,116,2.3,-0.5,1,0.2,1.4,0.6,G-F
803,Trevor Ariza,5.4,81,2015-16,30,HOU,0,108,2.3,0.3,2,0.3,2.8,0.8,F
804,Taj Gibson,5.4,73,2015-16,30,CHI,0,106,2.2,0.4,0.6,1.1,1.2,2.9,F-C
805,Jaren Jackson Jr.,5.4,78,2021-22,22,MEM,0,106,3.7,0.8,0.9,2.3,1.6,7.4,F
806,Jerami Grant,5.4,81,2017-18,23,OKC,0,108,1.9,0.3,0.4,1,0.9,4.2,F
807,Deron Williams,5.4,64,2013-14,29,BKN,0,109,1.5,-0.7,1.5,0.2,2.4,0.5,G
808,Tyrese Maxey,5.4,60,2022-23,22,PHI,0,117,1.6,-1.2,0.8,0.1,1.2,0.4,G
809,Dwight Howard,5.4,69,2019-20,34,LAL,0,103,2.6,1.2,0.4,1.1,1.1,5.4,C
810,Luol Deng,5.4,72,2014-15,29,MIA,0,109,1.6,-1.1,0.9,0.3,1.4,0.8,F
811,Eric Bledsoe,5.3,66,2016-17,27,PHX,0,112,1.4,-0.1,1.4,0.5,2,1.2,G
812,Nemanja Bjelica,5.3,72,2019-20,31,SAC,0,111,1.9,0.5,0.9,0.6,1.5,1.9,F
813,Trevor Ariza,5.3,67,2017-18,32,HOU,0,107,2.8,0.7,1.5,0.2,2.1,0.5,F
814,Khris Middleton,5.3,66,2021-22,30,MIL,1,112,2.2,-0.3,1.2,0.3,1.7,0.8,F-G
815,Anthony Tolliver,5.3,79,2017-18,32,DET,0,110,1.5,-0.3,0.4,0.3,0.9,1.1,F-C
816,Duncan Robinson,5.3,73,2019-20,25,MIA,0,113,1.6,-1,0.5,0.3,0.8,0.9,G-F
817,Kentavious Caldwell-Pope,5.3,76,2015-16,22,DET,0,107,2.7,0.8,1.4,0.2,2,0.5,G
818,Brandon Bass,5.3,82,2014-15,29,BOS,0,106,1.9,-0.5,0.5,0.4,1.1,1.3,F
819,Jeremy Lamb,5.3,79,2018-19,26,CHA,0,111,2,0,1.1,0.4,1.9,1.2,G-F
820,Jamal Crawford,5.3,69,2013-14,33,LAC,0,109,1.5,-1.4,0.9,0.2,1.4,0.4,G
821,Kevin Martin,5.3,68,2013-14,30,MIN,0,109,1.5,-0.8,1,0.1,1.5,0.2,G
822,Kentavious Caldwell-Pope,5.3,74,2017-18,24,LAL,0,108,2.7,0.6,1.4,0.2,2.1,0.5,G
823,Patrick Beverley,5.3,67,2016-17,28,HOU,0,108,2.4,1.4,1.5,0.4,2.3,1,G
824,Goran Dragić,5.3,75,2017-18,31,MIA,1,109,2.3,-0.6,0.8,0.2,1.3,0.4,G
825,Arron Afflalo,5.3,73,2013-14,28,ORL,0,112,1,-1.6,0.5,0,0.7,0.1,G-F
826,Bobby Portis,5.3,70,2022-23,27,MIL,0,110,2.8,-0.6,0.4,0.2,0.8,0.7,F
827,Channing Frye,5.3,82,2013-14,30,PHX,0,107,2.4,0.3,0.7,0.8,1.3,2.1,C-F
828,Klay Thompson,5.3,78,2018-19,28,GSW,1,112,2.3,-1.4,1.1,0.6,1.5,1.5,G-F
829,Ricky Rubio,5.3,77,2017-18,27,UTA,0,103,3.8,1.5,1.6,0.1,2.7,0.4,G
830,Brook Lopez,5.3,70,2020-21,32,MIL,0,111,2.2,0,0.6,1.5,1,4.8,C
831,Brandon Ingram,5.3,61,2020-21,23,NOP,0,116,1.3,-1.1,0.7,0.6,1,1.6,F
832,Andrew Bogut,5.2,67,2014-15,30,GSW,0,97,3.4,3.3,0.6,1.7,1.2,5.3,C
833,Darren Collison,5.2,74,2015-16,28,SAC,0,112,0.7,-0.8,1,0.1,1.6,0.1,G
834,Dewayne Dedmon,5.2,76,2016-17,27,SAS,0,99,3,2,0.5,0.8,1.4,3.7,C
835,Donovan Mitchell,5.2,79,2017-18,21,UTA,0,105,3.8,0.3,1.5,0.3,2.2,0.9,G
836,Bojan Bogdanović,5.2,69,2021-22,32,UTA,0,115,1.6,-1.6,0.5,0,0.8,0,G-F
837,Terry Rozier,5.2,69,2020-21,26,CHA,0,114,2,-0.5,1.3,0.4,1.8,1.1,G
838,Tim Duncan,5.2,61,2015-16,39,SAS,0,96,3.6,3.1,0.8,1.3,1.6,3.9,F-C
839,Joe Harris,5.2,69,2020-21,29,BKN,0,117,1.1,-1.2,0.7,0.2,1,0.6,G
840,Nerlens Noel,5.2,64,2020-21,26,NYK,0,101,3.6,3.8,1.1,2.2,2.3,8.7,C-F
841,Bojan Bogdanović,5.2,72,2020-21,31,UTA,0,112,2.5,-0.7,0.6,0.1,1,0.1,G-F
842,Marcus Smart,5.2,80,2018-19,24,BOS,0,108,3,2,1.8,0.4,3.1,1.1,G
843,Alperen Sengun,5.2,75,2022-23,20,HOU,0,117,1.8,0.4,0.9,0.9,1.6,3.2,C-F
844,Evan Mobley,5.2,69,2021-22,20,CLE,0,107,3.7,1.5,0.8,1.7,1.2,4.4,F-C
845,Aaron Gordon,5.2,75,2021-22,26,DEN,0,114,2,-1.1,0.6,0.6,0.9,1.7,F
846,Paul Pierce,5.2,75,2013-14,36,BKN,0,106,2.3,0.3,1.1,0.4,2.2,1.2,F-G
847,Nicolas Batum,5.2,71,2014-15,26,POR,0,103,3.2,1.8,1.1,0.6,1.7,1.2,F-G
848,Jeff Teague,5.2,79,2013-14,25,ATL,0,109,1.9,-1.3,1.1,0.2,1.8,0.5,G
849,Gary Payton II,5.2,71,2021-22,29,GSW,0,103,2.6,3.4,1.4,0.3,3.8,1.7,G
850,Ryan Anderson,5.2,72,2016-17,28,HOU,0,113,1.1,-2,0.4,0.2,0.7,0.5,F
851,Nikola Vučević,5.2,65,2015-16,25,ORL,0,105,2.4,0,0.8,1.1,1.3,2.8,C
852,Jarred Vanderbilt,5.2,78,2022-23,23,LALUTA,0,112,2.5,1.6,1.1,0.3,2.1,0.9,F
853,Jeff Green,5.2,78,2014-15,28,BOSMEM,0,106,2.4,-0.7,0.7,0.4,1.1,1.1,F
854,Corey Brewer,5.2,81,2013-14,27,MIN,0,107,2.7,1.5,1.9,0.4,2.9,0.9,F-G
855,Jamal Murray,5.1,65,2022-23,25,DEN,0,116,1.9,-1.3,1,0.2,1.5,0.7,G
856,Derrick Favors,5.1,73,2013-14,22,UTA,0,107,2.3,0.1,1,1.5,1.8,3.8,F-C
857,Jakob Poeltl,5.1,77,2018-19,23,SAS,0,108,1.6,0.7,0.4,0.9,1.1,4.5,C
858,Derrick Favors,5.1,68,2020-21,29,UTA,0,103,2.2,2.4,0.5,1,1.5,5.3,F-C
859,Robin Lopez,5.1,59,2014-15,26,POR,0,104,1.9,0.1,0.3,1.4,0.5,3.7,C
860,Jamal Murray,5.1,75,2018-19,21,DEN,0,111,2.3,-0.8,0.9,0.4,1.3,1,G
861,Andrew Wiggins,5.1,73,2021-22,26,GSW,1,109,3.4,0.1,1,0.7,1.6,2.1,F-G
862,Kyle Anderson,5.1,69,2022-23,29,MIN,0,112,2.6,2.3,1.1,0.9,1.9,2.8,F-G
863,Derrick White,5.1,75,2021-22,27,BOSSAS,0,112,2.3,0.6,0.9,0.8,1.4,2.3,G
864,Serge Ibaka,5.1,79,2016-17,27,ORLTOR,0,109,2.6,-0.3,0.5,1.6,0.8,4.2,F-C
865,Dwight Powell,5.1,76,2022-23,31,DAL,0,116,1.3,0,0.6,0.3,1.6,1.6,F-C
866,Serge Ibaka,5.1,76,2017-18,28,TOR,0,105,3,0,0.4,1.3,0.7,3.8,F-C
867,Patty Mills,5.1,80,2016-17,28,SAS,0,107,2.2,0.2,0.8,0,1.9,0.1,G
868,Lou Williams,5.1,75,2018-19,32,LAC,0,114,1.2,-2.1,0.8,0.1,1.3,0.4,G
869,Amir Johnson,5.1,75,2014-15,27,TOR,0,107,1.6,-0.1,0.6,0.8,1.1,2.4,F-C
870,D'Angelo Russell,5.1,71,2022-23,26,LALMIN,0,116,1.9,-0.7,1,0.4,1.4,1.1,G
871,Andre Drummond,5.1,73,2021-22,28,BKNPHI,0,102,3.1,1.4,1.1,0.9,2.7,4.2,C
872,Brandan Wright,5.1,58,2013-14,26,DAL,0,107,1,0,0.6,0.9,1.5,4.2,F-C
873,Tyus Jones,5.1,73,2021-22,25,MEM,0,112,1.6,0.5,0.9,0,2,0.1,G
874,James Johnson,5.1,76,2016-17,29,MIA,0,105,3.2,1.7,1,1.1,1.8,3.2,F
875,Aaron Gordon,5.1,78,2018-19,23,ORL,0,109,3.3,0.3,0.7,0.7,1.1,1.8,F
876,Grant Williams,5.1,77,2021-22,23,BOS,0,109,2.6,1.1,0.5,0.7,1,2.8,F
877,Jaxson Hayes,5.1,70,2021-22,21,NOP,0,113,1.3,-0.3,0.5,0.8,1.2,3.8,F
878,Kemba Walker,5.1,73,2013-14,23,CHA,0,105,3.3,0.3,1.2,0.4,1.7,1,G
879,Taj Gibson,5.1,70,2018-19,33,MIN,0,112,1.4,-0.4,0.8,0.6,1.5,2,F-C
880,Thaddeus Young,5.1,68,2020-21,32,CHI,0,110,2.2,1.4,1.1,0.6,2.2,2.1,F
881,Christian Wood,5.1,62,2019-20,24,DET,0,110,1.5,-0.3,0.5,0.9,1.3,3.4,F
882,Brandon Bass,5.1,82,2013-14,28,BOS,0,108,1.9,-0.6,0.4,0.9,0.8,2.4,F
