Rk,Player,WS,G,Season,Age,Team,AS,DRtg,DWS,DBPM,STL,BLK,STL%,BLK%,Pos
1314,De'Anthony Melton,3.7,73,2021-22,23,MEM,0,107,2.8,1.6,1.4,0.5,3,2.1,G
1315,Alec Burks,3.7,66,2019-20,28,GSWPHI,0,114,1.2,-0.7,0.9,0.3,1.7,0.9,G
1316,Lavoy Allen,3.7,79,2015-16,26,IND,0,104,2.1,0.1,0.3,0.5,0.8,2.1,F-C
1317,Manu Ginóbili,3.7,70,2014-15,37,SAS,0,102,2.3,0.9,1,0.3,2.2,0.9,G
1318,Aaron Gordon,3.7,80,2016-17,21,ORL,0,111,1.7,-0.7,0.8,0.5,1.4,1.4,F
1319,J.R. Smith,3.7,74,2013-14,28,NYK,0,111,1.2,-1.2,0.9,0.3,1.4,0.7,G-F
1320,Timofey Mozgov,3.7,76,2015-16,29,CLE,0,103,1.9,0.3,0.3,0.8,0.9,3.5,C
1321,Andray Blatche,3.7,73,2013-14,27,BKN,0,105,2.1,-0.1,1,0.5,2.4,2,F
1322,Evan Fournier,3.7,80,2021-22,29,NYK,0,113,2.2,-0.3,1,0.3,1.7,0.8,G-F
1323,J.R. Smith,3.7,70,2014-15,29,CLENYK,0,108,1.5,0,1.2,0.3,2.1,0.8,G-F
1324,Aaron Gordon,3.7,62,2019-20,24,ORL,0,110,2.3,0.1,0.8,0.6,1.2,1.7,F
1325,Kyle Korver,3.7,67,2016-17,35,ATLCLE,0,111,1.3,-0.5,0.5,0.3,1,1,G-F
1326,Deron Williams,3.7,65,2015-16,31,DAL,0,109,1.4,-0.7,0.9,0.2,1.5,0.6,G
1327,Kelly Olynyk,3.7,67,2019-20,28,MIA,0,108,1.8,1,0.7,0.3,1.7,1.8,C-F
1328,Bogdan Bogdanović,3.7,63,2021-22,29,ATL,0,116,1.2,-0.2,1.1,0.2,1.8,0.7,G
1329,Channing Frye,3.7,74,2016-17,33,CLE,0,109,1.4,-0.4,0.4,0.5,1.2,2.1,C-F
1330,Dewayne Dedmon,3.7,62,2017-18,28,ATL,0,107,1.9,0.5,0.6,0.8,1.3,2.8,C
1331,Terrence Ross,3.6,73,2015-16,24,TOR,0,107,1.6,-0.3,0.7,0.3,1.6,1.2,F-G
1332,Delon Wright,3.6,77,2021-22,29,ATL,0,112,1.5,2.4,1.2,0.2,3.1,1.2,G
1333,Danilo Gallinari,3.6,66,2021-22,33,ATL,0,117,0.8,-1.2,0.4,0.2,0.8,0.6,F
1334,Wilson Chandler,3.6,78,2014-15,27,DEN,0,109,1.5,-0.7,0.7,0.4,1.2,0.9,F
1335,Danuel House Jr.,3.6,63,2019-20,26,HOU,0,112,1.8,0,1.1,0.5,1.6,1.5,G
1336,Max Strus,3.6,68,2021-22,25,MIA,0,112,1.7,-0.4,0.4,0.2,0.9,1.1,G
1337,Boris Diaw,3.6,81,2014-15,32,SAS,0,105,2.3,0.2,0.4,0.3,0.9,0.9,F-C
1338,Deron Williams,3.6,68,2014-15,30,BKN,0,109,1.3,-0.9,0.9,0.3,1.6,0.6,G
1339,Derrick White,3.6,67,2018-19,24,SAS,0,110,1.9,1.3,1,0.7,1.9,2.3,G
1340,Monta Ellis,3.6,80,2014-15,29,DAL,0,107,2.2,-0.1,1.9,0.3,2.8,0.8,G
1341,Malik Monk,3.6,76,2021-22,23,LAL,0,115,1.4,-1,0.8,0.4,1.4,1.2,G
1342,Gordon Hayward,3.6,77,2013-14,23,UTA,0,111,1.5,-0.2,1.4,0.5,2.1,1.1,F-G
1343,John Henson,3.6,67,2014-15,24,MIL,0,98,2.4,2.2,0.4,2,1.2,9.3,C-F
1344,Gerald Henderson,3.6,77,2013-14,26,CHA,0,106,2.8,0.1,0.7,0.4,1.1,1,G
1345,Dennis Schröder,3.6,65,2019-20,26,OKC,0,112,1.8,-1.1,0.7,0.2,1.1,0.6,G
1346,Jeff Green,3.6,77,2018-19,32,WAS,0,116,0.8,-1.4,0.6,0.5,1,1.6,F
1347,Patrick Patterson,3.6,79,2015-16,26,TOR,0,107,2,0,0.7,0.4,1.4,1.3,F
1348,Willie Reed,3.6,71,2016-17,26,MIA,0,105,1.5,0,0.3,0.7,0.9,3.6,F-C
1349,Nick Collison,3.6,81,2013-14,33,OKC,0,106,1.6,0.5,0.4,0.3,1.1,1.7,F
1350,P.J. Tucker,3.6,81,2016-17,31,PHXTOR,0,109,2.2,1.2,1.4,0.2,2.5,0.7,F
1351,Carmelo Anthony,3.6,69,2021-22,37,LAL,0,114,1.4,-0.8,0.7,0.8,1.3,2.6,F
1352,CJ McCollum,3.6,62,2021-22,30,NOPPOR,0,117,1,-1.3,1.1,0.4,1.6,1,G
1353,Frank Kaminsky,3.6,79,2017-18,24,CHA,0,111,1.3,-0.8,0.5,0.2,1,0.9,F-C
1354,Cody Zeller,3.6,58,2019-20,27,CHA,0,111,1.3,-0.8,0.7,0.4,1.5,1.7,C-F
1355,Jamal Crawford,3.6,64,2014-15,34,LAC,0,109,1.2,-1.2,0.9,0.2,1.8,0.7,G
1356,Marvin Bagley III,3.6,62,2018-19,19,SAC,0,110,1.6,-1.5,0.5,1,1,3.2,F-C
1357,Mason Plumlee,3.6,74,2017-18,27,DEN,0,107,1.8,1.4,0.7,1.1,1.7,4.7,C-F
1358,Harrison Barnes,3.6,77,2018-19,26,DALSAC,0,114,1.6,-1.2,0.6,0.2,0.9,0.4,F
1359,Trevor Booker,3.6,79,2014-15,27,UTA,0,104,1.9,0.1,0.5,0.5,1.5,2.1,F
1360,Jabari Parker,3.6,76,2015-16,20,MIL,0,111,1.2,-1.6,0.9,0.4,1.5,1,F
1361,Omri Casspi,3.6,69,2015-16,27,SAC,0,108,1.5,-0.2,0.8,0.2,1.4,0.7,F
1362,Amar'e Stoudemire,3.6,59,2014-15,32,DALNYK,0,107,1,-0.9,0.5,0.6,1.2,2.5,F-C
1363,Donte DiVincenzo,3.6,66,2020-21,24,MIL,0,112,2.1,0.4,1.1,0.2,1.9,0.7,G
1364,Tyus Jones,3.6,82,2017-18,21,MIN,0,110,1.2,1.7,1.2,0.1,3.2,0.4,G
1365,Dario Šarić,3.6,66,2019-20,25,PHX,0,112,1.5,-0.3,0.6,0.2,1.1,0.9,F-C
1366,Nicolas Batum,3.6,78,2022-23,34,LAC,0,114,1.9,1.2,0.7,0.6,1.5,2.3,F-G
1367,C.J. Miles,3.6,70,2014-15,27,IND,0,104,2.3,0,0.9,0.4,1.7,1.1,G-F
1368,Landry Shamet,3.6,79,2018-19,21,LACPHI,0,115,0.9,-1.3,0.5,0.1,1,0.4,G
1369,Greivis Vásquez,3.6,79,2013-14,27,SACTOR,0,110,1.2,-1.5,0.4,0.1,0.9,0.2,G
1370,Derrick Williams,3.6,80,2015-16,24,NYK,0,108,1.2,-1.2,0.4,0.1,1,0.5,F
1371,Rajon Rondo,3.6,65,2017-18,31,NOP,0,109,1.7,-0.4,1.1,0.2,2,0.5,G
1372,Gerald Henderson,3.6,80,2014-15,27,CHA,0,106,2.3,0,0.6,0.3,1.1,0.7,G
1373,Beno Udrih,3.6,79,2014-15,32,MEM,0,105,1.6,0.3,0.6,0.1,1.6,0.4,G
1374,Chris Andersen,3.6,60,2014-15,36,MIA,0,103,1.5,1,0.4,1,1.2,4.6,C-F
1375,Kelly Olynyk,3.6,64,2014-15,23,BOS,0,102,2.1,0.9,1,0.6,2.3,2.1,C-F
1376,Ersan İlyasova,3.6,63,2019-20,32,MIL,0,102,2,0.8,0.4,0.3,1.1,1.5,F
1377,Alex Caruso,3.6,67,2022-23,28,CHI,0,109,2.6,3.3,1.5,0.7,3,2.8,G
1378,Kevin Huerter,3.6,69,2020-21,22,ATL,0,115,1.7,0.4,1.2,0.3,1.9,0.7,G
1379,Jason Terry,3.6,77,2014-15,37,HOU,0,106,1.5,0.6,0.9,0.2,2,0.9,G
1380,Marcus Morris Sr,3.6,62,2019-20,30,LACNYK,0,113,1.5,-0.7,0.8,0.5,1.2,1.4,F
1381,Cameron Payne,3.6,60,2020-21,26,PHX,0,112,1.2,1,0.6,0.3,1.6,1.3,G
1382,Elton Brand,3.6,73,2013-14,34,ATL,0,103,2.1,1.6,0.5,1.2,1.4,4.9,F-C
1383,Pat Connaughton,3.5,69,2020-21,28,MIL,0,112,1.7,0.5,0.7,0.3,1.5,1.3,G
1384,Solomon Hill,3.5,82,2014-15,23,IND,0,105,2.6,0.5,0.8,0.2,1.4,0.6,F
1385,Trey Lyles,3.5,75,2021-22,26,DETSAC,0,114,1.2,-0.8,0.4,0.4,0.9,1.9,F
1386,Wilson Chandler,3.5,71,2016-17,29,DEN,0,113,1.1,-1.5,0.7,0.4,1.1,1.1,F
1387,Bojan Bogdanović,3.5,59,2022-23,33,DET,0,122,0.4,-1.8,0.6,0.1,0.9,0.4,G-F
1388,Jaxson Hayes,3.5,60,2020-21,20,NOP,0,112,1,0,0.4,0.6,1.2,3.7,F
1389,Devin Booker,3.5,64,2018-19,22,PHX,0,118,0.3,-2.3,0.9,0.2,1.2,0.5,G
1390,Dario Šarić,3.5,81,2018-19,24,MINPHI,0,114,1.2,-1.3,0.6,0.1,1.1,0.4,F-C
1391,Larry Nance Jr.,3.5,63,2016-17,24,LAL,0,109,1.5,1.2,1.3,0.6,2.8,2.2,F-C
1392,Julius Randle,3.5,74,2016-17,22,LAL,0,112,1.5,-0.3,0.7,0.5,1.1,1.4,F-C
1393,Goran Dragić,3.5,59,2019-20,33,MIA,0,113,1.3,-1.6,0.7,0.2,1.2,0.6,G
1394,Josh Richardson,3.5,65,2021-22,28,BOSSAS,0,110,2,0.7,0.9,0.4,1.7,1.6,G
1395,Jordan Clarkson,3.5,79,2021-22,29,UTA,0,113,2,-1.2,0.8,0.2,1.5,0.7,G
1396,Brad Wanamaker,3.5,71,2019-20,30,BOS,0,109,1.8,1.3,0.9,0.2,2.2,0.9,G
1397,Jeremy Lin,3.5,78,2015-16,27,CHA,0,106,2.3,0,0.7,0.5,1.4,1.7,G
1398,Dwight Howard,3.5,60,2021-22,36,LAL,0,109,1.3,0,0.6,0.6,1.7,3.3,C
1399,Dwyane Wade,3.5,62,2014-15,33,MIA,1,108,1.4,-1.4,1.2,0.3,2,0.9,G
1400,Thaddeus Young,3.5,79,2013-14,25,PHI,0,108,2.3,-0.5,2.1,0.5,3,1.1,F
1401,Tomáš Satoranský,3.5,65,2019-20,28,CHI,0,112,1.7,-0.2,1.2,0.1,2.1,0.4,G
1402,Collin Sexton,3.5,60,2020-21,22,CLE,0,118,0.9,-1.9,1,0.2,1.4,0.4,G
1403,Daniel Theis,3.5,66,2018-19,26,BOS,0,108,1.2,0.9,0.3,0.6,1.1,4.1,C
1404,Cory Joseph,3.5,80,2015-16,24,TOR,0,108,1.7,-0.1,0.8,0.3,1.6,0.8,G
1405,Patrick Williams,3.5,82,2022-23,21,CHI,0,113,3,0.4,0.9,0.9,1.5,2.9,F
1406,Kosta Koufos,3.5,80,2013-14,24,MEM,0,101,2.2,0.1,0.4,0.9,1.3,4.4,C
1407,Ryan Anderson,3.5,61,2014-15,26,NOP,0,110,0.9,-2.1,0.5,0.3,1,0.9,F
1408,Tyler Herro,3.5,67,2022-23,23,MIA,0,115,2.4,-0.8,0.8,0.2,1.1,0.7,G
1409,Norman Powell,3.5,60,2022-23,29,LAC,0,116,1.4,-0.7,0.8,0.3,1.6,1,G
1410,Matt Barnes,3.5,63,2013-14,33,LAC,0,106,2,0.2,0.9,0.4,1.6,1.2,F
1411,Dewayne Dedmon,3.5,67,2021-22,32,MIA,0,105,2,1.1,0.4,0.6,1.1,4.2,C
1412,Kyle Anderson,3.5,69,2021-22,28,MEM,0,106,2.5,2.1,1.1,0.7,2.5,2.7,F-G
1413,David West,3.5,73,2017-18,37,GSW,0,103,1.7,2.5,0.6,1,2.3,5.9,F-C
1414,Terrence Ross,3.5,78,2016-17,25,ORLTOR,0,109,2,0.1,1.1,0.4,2.2,1.4,F-G
1415,Tyrese Haliburton,3.5,58,2020-21,20,SAC,0,118,0.7,-0.5,1.3,0.5,2.1,1.4,G
1416,Cole Aldrich,3.5,60,2015-16,27,LAC,0,94,2,3.4,0.8,1.1,2.9,6.7,C
1417,Victor Oladipo,3.5,72,2014-15,22,ORL,0,108,2,-0.3,1.7,0.3,2.4,0.6,G
1418,Kosta Koufos,3.5,78,2015-16,26,SAC,0,107,1.4,-0.6,0.5,0.9,1.3,3.8,C
1419,Cory Joseph,3.5,82,2018-19,27,IND,0,107,2.9,1.7,1.1,0.3,2.2,0.9,G
1420,JaVale McGee,3.5,77,2016-17,29,GSW,0,101,1.5,0.2,0.2,0.9,1.2,7.1,C
1421,Nicolas Batum,3.5,64,2017-18,29,CHA,0,110,1.8,-0.1,1,0.4,1.6,1,F-G
1422,P.J. Tucker,3.5,82,2015-16,30,PHX,0,109,1.9,0.4,1.3,0.2,2,0.6,F
1423,Daniel Theis,3.5,63,2017-18,25,BOS,0,100,1.9,2.3,0.5,0.8,1.6,4.3,C
1424,John Konchar,3.5,72,2022-23,26,MEM,0,109,2.5,2.4,1.1,0.3,2.4,1.5,G
1425,Jevon Carter,3.5,81,2022-23,27,MIL,0,113,2.3,1.2,0.8,0.4,1.7,1.3,G
1426,Bobby Portis,3.5,73,2017-18,22,CHI,0,110,1.5,-1.3,0.7,0.3,1.5,1.3,F
1427,Maxi Kleber,3.5,71,2018-19,27,DAL,0,109,1.8,1.2,0.5,1.1,1.2,4.4,F
1428,Patty Mills,3.5,82,2018-19,30,SAS,0,114,1.2,-0.8,0.6,0.1,1.3,0.4,G
1429,Jonas Jerebko,3.5,75,2014-15,27,BOSDET,0,105,1.4,0.6,0.6,0.2,1.9,1.1,F
1430,Kyle Anderson,3.5,78,2015-16,22,SAS,0,97,2.8,3.1,0.8,0.4,2.5,1.8,F-G
1431,Tony Snell,3.4,80,2016-17,25,MIL,0,113,1.3,-0.7,0.7,0.2,1.2,0.5,G-F
1432,Isaiah Stewart,3.4,71,2021-22,20,DET,0,112,1.8,-0.8,0.3,1.1,0.6,3.9,F-C
1433,T.J. Warren,3.4,65,2017-18,24,PHX,0,114,0.8,-1.6,1,0.6,1.5,1.5,F
1434,Tyler Hansbrough,3.4,74,2014-15,29,TOR,0,107,0.9,-0.6,0.4,0.2,1.5,1.1,F
1435,Sam Hauser,3.4,80,2022-23,25,BOS,0,113,1.6,0.4,0.4,0.3,1.1,1.4,F
1436,Rondae Hollis-Jefferson,3.4,60,2019-20,25,TOR,0,104,2,1.5,0.8,0.4,2,2,F
1437,Cristiano Felício,3.4,66,2016-17,24,CHI,0,107,1.3,-0.1,0.4,0.3,1.2,1.3,F-C
1438,Kyle Korver,3.4,73,2017-18,36,CLE,0,114,0.6,-1.2,0.4,0.4,1,1.5,G-F
1439,D.J. Augustin,3.4,82,2014-15,27,DETOKC,0,110,0.9,-1.6,0.6,0,1.3,0.1,G
1440,Jordan Clarkson,3.4,71,2019-20,27,CLEUTA,0,114,1,-1.3,0.6,0.2,1.3,0.8,G
1441,Andre Roberson,3.4,70,2015-16,24,OKC,0,106,1.6,1.3,0.8,0.6,1.7,2,G-F
1442,Jrue Holiday,3.4,65,2015-16,25,NOP,0,109,1.2,-0.6,1.4,0.3,2.4,1,G
1443,Cory Joseph,3.4,80,2016-17,25,TOR,0,110,1.7,-0.4,0.8,0.2,1.7,0.6,G
1444,Langston Galloway,3.4,80,2018-19,27,DET,0,113,1.3,-0.6,0.5,0.1,1,0.4,G
1445,Tre Jones,3.4,68,2022-23,23,SAS,0,120,0.8,-0.8,1.3,0.1,2.1,0.4,G
1446,Carlos Boozer,3.4,76,2013-14,32,CHI,0,98,4.3,0.2,0.7,0.3,1.3,0.8,F-C
1447,Jonas Jerebko,3.4,74,2017-18,30,UTA,0,106,1.6,0.4,0.3,0.2,1.1,0.9,F
1448,Pablo Prigioni,3.4,66,2013-14,36,NYK,0,110,0.9,0.8,1,0,2.8,0.1,G
1449,Mike Muscala,3.4,70,2016-17,25,ATL,0,107,1.6,1.2,0.4,0.6,1.2,2.8,F-C
1450,Willy Hernangómez,3.4,72,2016-17,22,NYK,0,107,1.6,-0.5,0.6,0.5,1.5,2.2,C
1451,Marquese Chriss,3.4,59,2019-20,22,GSW,0,110,1.3,0.6,0.7,1.1,1.6,4.7,F
1452,Alex Len,3.4,69,2014-15,21,PHX,0,103,2.1,1,0.5,1.5,1.1,5.3,C
1453,Luke Kennard,3.4,59,2022-23,26,LACMEM,0,116,1.2,-0.1,0.5,0.1,1.2,0.3,G
1454,Mason Plumlee,3.4,61,2019-20,29,DEN,0,108,1.4,1.7,0.5,0.6,1.5,3.3,C-F
1455,Max Strus,3.4,80,2022-23,26,MIA,0,117,1.9,-0.9,0.5,0.2,0.9,0.5,G
1456,Josh Hart,3.4,63,2017-18,22,LAL,0,109,1.5,0.5,0.7,0.3,1.5,0.9,G
1457,Kevon Looney,3.4,61,2020-21,24,GSW,0,111,1.4,1,0.3,0.4,0.8,1.7,F-C
1458,DeJuan Blair,3.4,78,2013-14,24,DAL,0,105,1.5,0.1,0.8,0.3,2.5,1.4,F-C
1459,Danny Green,3.4,68,2016-17,29,SAS,0,104,3,1.9,1,0.8,2,2.6,G-F
1460,Drew Eubanks,3.4,71,2021-22,24,PORSAS,0,113,1.1,-0.9,0.4,0.6,1.2,2.8,F
1461,P.J. Washington,3.4,65,2021-22,23,CHA,0,113,1.6,0.2,0.9,0.9,1.5,3.3,F
1462,Danny Green,3.4,68,2019-20,32,LAL,0,107,2.5,1.5,1.3,0.5,2.4,1.7,G-F
1463,Maurice Harkless,3.4,60,2018-19,25,POR,0,108,1.9,1.7,1.1,0.9,2.3,3,F-G
1464,Pat Connaughton,3.4,67,2019-20,27,MIL,0,104,2.3,1.5,0.4,0.5,0.9,2.2,G
1465,Dwyane Wade,3.4,60,2016-17,35,CHI,0,106,2.5,0.9,1.4,0.7,2.4,1.8,G
1466,Devonte' Graham,3.4,63,2019-20,24,CHA,0,116,0.9,-2.1,1,0.2,1.4,0.6,G
1467,Shai Gilgeous-Alexander,3.3,82,2018-19,20,LAC,0,112,1.9,0.4,1.2,0.5,2.1,1.6,G
1468,Ian Mahinmi,3.3,77,2013-14,27,IND,0,97,2.7,2.7,0.5,0.9,1.7,4.4,C
1469,J.J. Hickson,3.3,69,2013-14,25,DEN,0,106,2.1,-0.5,0.7,0.7,1.2,2,F-C
1470,Jamal Crawford,3.3,79,2015-16,35,LAC,0,109,1.5,-1.5,0.7,0.2,1.2,0.4,G
1471,Jae Crowder,3.3,60,2020-21,30,PHX,0,111,1.9,0.8,0.8,0.5,1.4,1.5,F
1472,Patrick Patterson,3.3,65,2016-17,27,TOR,0,109,1.6,0.1,0.6,0.4,1.3,1.2,F
1473,Ben McLemore,3.3,71,2019-20,26,HOU,0,113,1.1,-0.6,0.6,0.2,1.3,0.8,G
1474,Doug McDermott,3.3,69,2019-20,28,IND,0,113,1.1,-1.3,0.2,0.1,0.4,0.3,F
1475,T.J. McConnell,3.3,71,2019-20,27,IND,0,109,1.7,0.4,0.8,0.2,2,0.7,G
1476,Luis Scola,3.3,76,2015-16,35,TOR,0,105,1.9,-0.3,0.6,0.4,1.5,1.4,F
1477,Jeff Green,3.3,82,2013-14,27,BOS,0,109,2,-1.3,0.7,0.6,1,1.3,F
1478,Luke Kornet,3.3,69,2022-23,27,BOS,0,111,1.2,1.3,0.2,0.7,0.7,4.9,C-F
1479,Cedi Osman,3.3,77,2022-23,27,CLE,0,113,1.9,0.2,0.5,0.1,1.1,0.7,F
1480,Dejounte Murray,3.3,67,2020-21,24,SAS,0,111,2.6,1,1.5,0.1,2.3,0.3,G
1481,Jaren Jackson Jr.,3.3,58,2018-19,19,MEM,0,107,2.2,1,0.9,1.4,1.7,5.1,F
1482,Jonas Jerebko,3.3,73,2018-19,31,GSW,0,111,1.2,-0.4,0.4,0.2,1.1,1.2,F
1483,Jerian Grant,3.3,74,2017-18,25,CHI,0,112,1,-0.5,0.9,0.1,1.8,0.4,G
1484,Will Barton,3.3,60,2016-17,26,DEN,0,114,0.8,-1,0.8,0.5,1.4,1.3,G
1485,Lauri Markkanen,3.3,68,2017-18,20,CHI,0,110,1.6,-1.2,0.6,0.6,0.9,1.8,F-C
1486,Frank Kaminsky,3.3,81,2015-16,22,CHA,0,105,2.1,0.2,0.5,0.5,1.1,2,F-C
1487,Kosta Koufos,3.3,81,2014-15,25,MEM,0,99,2.5,0.7,0.4,0.8,1.1,3.9,C
1488,Devin Vassell,3.3,71,2021-22,21,SAS,0,112,2,0,1.1,0.6,1.9,1.8,G-F
1489,Markieff Morris,3.3,73,2017-18,28,WAS,0,108,2.1,0.1,0.8,0.5,1.4,1.7,F
1490,Wayne Ellington,3.3,62,2016-17,29,MIA,0,111,1.2,-0.9,0.6,0.1,1.2,0.2,G
1491,Kelly Oubre Jr.,3.3,76,2021-22,26,CHA,0,115,1.4,-1.6,1,0.4,1.8,1.5,F
1492,Al-Farouq Aminu,3.3,74,2014-15,24,DAL,0,102,2,1.5,0.9,0.8,2.6,3.7,F
1493,Chris Kaman,3.3,74,2014-15,32,POR,0,101,2.2,0.1,0.2,0.7,0.7,2.8,C
1494,J.J. Barea,3.3,69,2017-18,33,DAL,0,112,1,-1.5,0.5,0,1.1,0.2,G
1495,Shaun Livingston,3.3,78,2014-15,29,GSW,0,104,1.8,0.6,0.6,0.3,1.6,1,G
1496,Zaza Pachulia,3.3,69,2017-18,33,GSW,0,105,1.4,0.7,0.6,0.2,1.9,1.4,C
1497,Kyle Kuzma,3.3,68,2020-21,25,LAL,0,109,2.9,-0.1,0.5,0.6,0.9,1.9,F
1498,Aaron Brooks,3.3,82,2014-15,30,CHI,0,107,1.5,-1.1,0.7,0.2,1.5,0.6,G
1499,Langston Galloway,3.3,82,2015-16,24,NYK,0,108,1.8,0.7,0.9,0.3,1.9,0.8,G
1500,Jeremy Lamb,3.3,78,2013-14,21,OKC,0,105,1.8,0.2,0.7,0.3,1.8,1.4,G-F
1501,Dorian Finney-Smith,3.3,81,2018-19,25,DAL,0,111,2,0.4,0.9,0.4,1.7,1.5,F
1502,Wilson Chandler,3.3,74,2017-18,30,DEN,0,113,1.2,-1.1,0.6,0.5,0.9,1.4,F
1503,Keldon Johnson,3.3,69,2020-21,21,SAS,0,114,1.7,-0.7,0.6,0.3,1,1,G
1504,Thabo Sefolosha,3.3,62,2016-17,32,ATL,0,103,2.7,2.5,1.5,0.5,3,1.7,G-F
1505,Royce O'Neale,3.3,82,2018-19,25,UTA,0,106,2.5,2.1,0.7,0.3,1.5,1.1,F
1506,Michael Kidd-Gilchrist,3.3,74,2017-18,24,CHA,0,110,1.6,0,0.7,0.4,1.3,1.4,F
1507,Tony Bradley,3.3,58,2019-20,22,UTA,0,106,1.1,0.3,0.2,0.6,1,4.1,F-C
1508,Saddiq Bey,3.3,70,2020-21,21,DET,0,114,1.7,-0.8,0.7,0.2,1.3,0.6,F
1509,John Henson,3.3,70,2013-14,23,MIL,0,108,1.5,-0.2,0.6,1.7,1.2,5.1,C-F
1510,Trae Young,3.3,81,2018-19,20,ATL,0,117,0.7,-2.8,0.9,0.2,1.3,0.5,G
1511,Malik Monk,3.2,77,2022-23,24,SAC,0,118,1.2,-1.4,0.6,0.3,1.4,1,G
1512,Jordan Poole,3.2,82,2022-23,23,GSW,0,117,1.9,-1.8,0.8,0.3,1.2,0.8,G
1513,Marco Belinelli,3.2,74,2016-17,30,CHA,0,112,1.2,-0.5,0.6,0.1,1.2,0.4,G-F
1514,Shabazz Napier,3.2,74,2017-18,26,POR,0,106,2,1.4,1.1,0.2,2.6,0.7,G
1515,C.J. Watson,3.2,63,2013-14,29,IND,0,100,2.1,2.3,1,0.1,2.6,0.5,G
1516,Maurice Harkless,3.2,59,2017-18,24,POR,0,106,1.7,1.7,0.8,0.7,1.9,2.8,F-G
1517,Immanuel Quickley,3.2,64,2020-21,21,NYK,0,111,1.4,-0.5,0.5,0.2,1.2,0.9,G
1518,Evan Fournier,3.2,81,2018-19,26,ORL,0,111,2.5,-0.6,0.9,0.1,1.4,0.4,G-F
1519,Noah Vonleh,3.2,68,2018-19,23,NYK,0,111,1.7,0.5,0.7,0.8,1.3,2.5,F-C
1520,Bismack Biyombo,3.2,77,2013-14,21,CHA,0,99,2.1,1.7,0.1,1.1,0.3,6.3,C-F
1521,George Hill,3.2,67,2017-18,31,CLESAC,0,113,0.9,-0.5,0.9,0.4,1.7,1.3,G
1522,Ivica Zubac,3.2,59,2018-19,21,LACLAL,0,108,1.3,-0.2,0.2,0.9,0.6,4,C
1523,Robert Covington,3.2,71,2021-22,31,LACPOR,0,110,2.4,1.7,1.5,1.3,2.6,4.4,F-C
1524,Allen Crabbe,3.2,75,2017-18,25,BKN,0,112,1.4,-0.7,0.6,0.5,1,1.2,G-F
1525,Alex Len,3.2,77,2018-19,25,ATL,0,113,1,-1.3,0.4,0.9,0.8,3.9,C
1526,Harrison Barnes,3.2,78,2013-14,21,GSW,0,105,2.8,0.5,0.8,0.3,1.5,0.7,F
1527,Marcus Smart,3.2,79,2016-17,22,BOS,0,108,2.7,0.6,1.6,0.4,2.6,1.2,G
1528,Zach Randolph,3.2,73,2016-17,35,MEM,0,106,2.4,-1.6,0.5,0.1,1.1,0.5,F-C
1529,Will Barton,3.2,71,2021-22,31,DEN,0,114,1.9,-0.9,0.8,0.4,1.2,1.2,G
1530,Tony Snell,3.2,74,2018-19,27,MIL,0,109,1.6,0.3,0.4,0.2,0.9,1.2,G-F
1531,Alec Burks,3.2,78,2013-14,22,UTA,0,113,0.6,-1,0.9,0.2,1.7,0.5,G
1532,Nick Young,3.2,60,2016-17,31,LAL,0,116,0.2,-1.8,0.6,0.2,1.2,0.7,G-F
1533,Alexis Ajinça,3.2,68,2014-15,26,NOP,0,103,1.2,0.4,0.3,0.8,1.2,4,C-F
1534,Andre Iguodala,3.2,64,2017-18,34,GSW,0,109,1.6,0.8,0.8,0.6,1.6,1.9,F-G
1535,Ja Morant,3.2,63,2020-21,21,MEM,0,115,1.6,-1.6,0.9,0.2,1.3,0.6,G
1536,Ty Lawson,3.2,69,2016-17,29,SAC,0,113,1,-0.8,1.1,0.1,2.2,0.3,G
1537,Naz Reid,3.2,70,2020-21,21,MIN,0,113,1.3,-0.2,0.5,1.1,1.2,4.9,F
1538,Dejounte Murray,3.2,81,2017-18,21,SAS,0,101,3.4,2.2,1.2,0.4,2.8,1.5,G
1539,Wesley Matthews,3.2,67,2019-20,33,MIL,0,107,2.4,0.7,0.6,0.1,1.1,0.5,G
1540,Mike Scott,3.2,75,2015-16,27,ATL,0,104,1.5,0,0.3,0.2,1.1,1.2,F
1541,Naz Reid,3.2,77,2021-22,22,MIN,0,109,1.6,0.5,0.5,0.9,1.6,5.6,F
1542,Anthony Tolliver,3.2,64,2013-14,28,CHA,0,107,1.3,-0.1,0.3,0.2,0.8,0.9,F-C
1543,Reggie Bullock Jr,3.2,68,2021-22,30,DAL,0,112,2,0,0.6,0.2,1.1,0.7,G-F
1544,Ekpe Udoh,3.2,63,2017-18,30,UTA,0,98,1.8,4.4,0.7,1.2,2.7,7.7,C-F
1545,James Ennis III,3.1,64,2016-17,26,MEM,0,108,1.7,0.7,0.7,0.3,1.6,1.2,F
1546,Trevor Booker,3.1,71,2016-17,29,BKN,0,107,2.2,0.3,1.1,0.4,2,1.2,F
1547,Coby White,3.1,74,2022-23,22,CHI,0,114,1.9,0.2,0.7,0.1,1.5,0.3,G
1548,Jodie Meeks,3.1,60,2014-15,27,DET,0,109,0.9,-0.2,1,0.1,2.1,0.3,G
1549,Cory Joseph,3.1,82,2017-18,26,IND,0,110,2,0.3,1,0.2,1.8,0.7,G
1550,Julius Randle,3.1,72,2021-22,27,NYK,0,109,3.4,0.2,0.7,0.5,1,1.5,F-C
