Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Coby White,CHI,24,G,78,2.5,6.6,37.9,37,2023-24
Luka Doncic,DAL,25,F-G,70,2.3,6.1,38,36.7,2023-24
De'Aaron Fox,SAC,26,G,74,2.4,6,39.7,37,2023-24
Bogdan Bogdanovic,ATL,31,G,79,2.5,6,41.1,36.8,2023-24
Jrue Holiday,BOS,33,G,69,2.1,5.9,36.6,37,2023-24
Dillon Brooks,HOU,28,G-F,72,2.2,5.8,37.7,36.7,2023-24
Alex Caruso,CHI,30,G,70,2.1,5.8,36,36.8,2023-24
Shai Gilgeous-Alexander,OKC,25,G,75,2,5.7,34.5,36.7,2023-24
Grayson Allen,PHX,28,G,75,1.9,5.6,33.3,36.8,2023-24
Max Strus,CLE,28,G-F,69,2.1,5.5,38.8,36.9,2023-24
Paul George,LAC,34,F,74,1.9,5.5,35.1,36.7,2023-24
Miles Bridges,CHA,26,F,69,2,5.5,36.5,36.8,2023-24
Jabari Smith Jr.,HOU,21,F,76,1.8,5.5,33.7,36.4,2023-24
CJ McCollum,NOP,32,G,66,1.8,5.5,32.5,36.4,2023-24
Anthony Davis,LAL,31,F-C,76,2.2,5.4,41,36.3,2023-24
Austin Reaves,LAL,25,G,82,2,5.3,37.1,37.3,2023-24
Josh Hart,NYK,29,G,81,1.9,5.3,34.9,36.1,2023-24
Herbert Jones,NOP,25,F,76,1.6,5.3,30.7,36.6,2023-24
Devin Booker,PHX,27,G,68,1.9,5.2,37.1,36.7,2023-24
DeMar DeRozan,CHI,34,G-F,78,1.8,5.1,34.4,36.2,2023-24
D'Angelo Russell,LAL,28,G,76,2,5.1,39.8,36.8,2023-24
Jeremy Sochan,SAS,21,F,74,1.7,5,34.2,37.3,2023-24
Jaime Jaquez Jr.,MIA,23,G,75,1.8,5,35.1,37,2023-24
Brook Lopez,MIL,36,C,79,1.9,5,37.6,36.2,2023-24
Luguentz Dort,OKC,25,G,79,1.8,5,36.5,37.8,2023-24
Brandon Miller,CHA,21,F,74,1.9,5,37.6,36.8,2023-24
Paolo Banchero,ORL,21,F,80,1.7,5,34,36.5,2023-24
Deni Avdija,WAS,23,F,75,1.6,4.9,33.2,37,2023-24
James Harden,LAC,34,G,72,1.8,4.9,35.6,36.8,2023-24
Pascal Siakam,IND,30,F,80,2,4.9,40.6,36.5,2023-24
Derrick White,BOS,29,G,73,1.6,4.9,33.6,36.9,2023-24
Kawhi Leonard,LAC,32,F,68,1.9,4.9,39,36.5,2023-24
Damian Lillard,MIL,33,G,73,1.6,4.8,32.8,37.1,2023-24
Kevin Durant,PHX,35,F,75,1.8,4.8,36.8,36.6,2023-24
Jalen Brunson,NYK,27,G,77,1.9,4.8,40.8,37.2,2023-24
Giannis Antetokounmpo,MIL,29,F,73,1.7,4.7,35.5,36.5,2023-24
Keyonte George,UTA,20,G,75,1.9,4.7,41,37.4,2023-24
Stephen Curry,GSW,36,G,74,1.7,4.7,37,36.6,2023-24
Dejounte Murray,ATL,27,G,78,1.8,4.7,37.9,37.2,2023-24
Zion Williamson,NOP,23,F,70,1.7,4.7,35.6,36.5,2023-24
Tyrese Maxey,PHI,23,G,69,1.7,4.7,35.8,36.8,2023-24
Al Horford,BOS,37,C-F,65,1.6,4.6,33.7,36.5,2023-24
Nic Claxton,BKN,25,C,69,1.8,4.6,38.2,36.2,2023-24
Fred VanVleet,HOU,30,G,73,1.7,4.6,38,36.8,2023-24
Tobias Harris,PHI,31,F,69,1.5,4.5,32.8,36.6,2023-24
Jordan Poole,WAS,24,G,78,1.6,4.5,36.2,36.5,2023-24
Bam Adebayo,MIA,26,C-F,71,1.5,4.4,33,35.7,2023-24
Anthony Edwards,MIN,22,G,79,1.4,4.4,32,36.6,2023-24
Nikola Vucevic,CHI,33,C,75,1.6,4.4,35,36.4,2023-24
Franz Wagner,ORL,22,F,72,1.8,4.4,41.3,36.4,2023-24
Immanuel Quickley,TOR,24,G,68,1.5,4.4,35.2,37.2,2023-24
Grant Williams,CHA,25,F,76,1.4,4.4,32.2,36.1,2023-24
Andrew Wiggins,GSW,29,F,71,1.5,4.4,35.2,36.5,2023-24
Jaren Jackson Jr.,MEM,24,F-C,66,1.5,4.3,35.2,36.3,2023-24
Jaylen Brown,BOS,27,G-F,70,1.5,4.3,34.5,37,2023-24
LeBron James,LAL,39,F,70,1.5,4.3,35,36.7,2023-24
Harrison Barnes,SAC,31,F,82,1.8,4.3,41.1,36.7,2023-24
Dennis Schroder,BKN,30,G,80,1.5,4.3,34.4,36.6,2023-24
Bruce Brown,TOR,27,G-F,67,1.6,4.3,37.1,36.7,2023-24
Donte DiVincenzo,NYK,27,G,81,1.5,4.3,35.3,36.8,2023-24
Nikola Jokic,DEN,29,C,78,1.5,4.2,35.9,35.3,2023-24
Chet Holmgren,OKC,22,C-F,82,1.4,4.2,33.9,36.1,2023-24
Mikal Bridges,BKN,27,G-F,80,1.7,4.1,40.2,36.8,2023-24
Ivica Zubac,LAC,27,C,68,1.6,4.1,39.1,36.1,2023-24
Collin Sexton,UTA,25,G,78,1.7,4.1,40.9,37.1,2023-24
Victor Wembanyama,SAS,20,F-C,71,1.4,4.1,35.5,36.5,2023-24
Jayson Tatum,BOS,26,F-G,74,1.5,4.1,36.1,37.1,2023-24
Jaden McDaniels,MIN,23,F,72,1.5,4.1,35.8,37.2,2023-24
John Collins,UTA,26,F-C,68,1.7,4,42.9,37.1,2023-24
Tim Hardaway Jr.,DAL,32,G-F,79,1.5,4,37.3,36.1,2023-24
Jonathan Kuminga,GSW,21,F,74,1.4,4,35.7,36.3,2023-24
Aaron Gordon,DEN,28,F,72,1.3,4,33.7,37.3,2023-24
Pat Connaughton,MIL,31,G,76,1.4,4,35.2,36.9,2023-24
Kelly Oubre Jr.,PHI,28,F-G,67,1.4,4,34.3,36.7,2023-24
Ayo Dosunmu,CHI,24,G,75,1.5,3.9,38.8,36.9,2023-24
Aaron Nesmith,IND,24,G-F,72,1.2,3.9,31.7,36.9,2023-24
Caris LeVert,CLE,29,G,68,1.5,3.9,38.3,37.1,2023-24
Dorian Finney-Smith,BKN,31,F,67,1.3,3.8,35,36.3,2023-24
Spencer Dinwiddie,LAL,31,G,75,1.3,3.8,34.5,36.6,2023-24
P.J. Washington,DAL,25,F,72,1.6,3.8,40.7,37,2023-24
Mike Conley,MIN,36,G,76,1.2,3.8,32.1,37.2,2023-24
Malik Beasley,MIL,27,G,79,1.3,3.8,33.8,37.2,2023-24
Jaden Ivey,DET,22,G,77,1.4,3.8,38.2,36.9,2023-24
Kyle Kuzma,WAS,28,F,70,1.3,3.8,34.6,36.1,2023-24
Corey Kispert,WAS,25,F,80,1.4,3.8,36.8,36.7,2023-24
Domantas Sabonis,SAC,28,F-C,82,1.5,3.8,38.9,36.1,2023-24
Keegan Murray,SAC,23,F,77,1.6,3.8,41.8,37,2023-24
Kelly Olynyk,TOR,33,F-C,78,1.4,3.8,38.1,36.3,2023-24
Rudy Gobert,MIN,31,C,76,1.2,3.8,32.9,35.4,2023-24
Brandin Podziemski,GSW,21,G,72,1.4,3.7,37.5,36.5,2023-24
Taurean Prince,LAL,30,F,77,1.4,3.7,38,36.9,2023-24
Keldon Johnson,SAS,24,F-G,69,1.3,3.7,34.8,36.4,2023-24
Klay Thompson,GSW,34,G,76,1.3,3.6,36.1,36.6,2023-24
Reggie Jackson,DEN,34,G,81,1.4,3.6,37.2,36.2,2023-24
Jalen Green,HOU,22,G,82,1.4,3.6,38.6,37.5,2023-24
Josh Giddey,OKC,21,G,80,1.2,3.6,34,36.9,2023-24
Jalen Suggs,ORL,22,G,75,1.3,3.6,36.3,37.2,2023-24
Rui Hachimura,LAL,26,F,68,1.3,3.6,36.9,37,2023-24
Georges Niang,CLE,30,F,81,1.3,3.6,35.7,36.1,2023-24
Daniel Gafford,DAL,25,F-C,73,1.4,3.6,38.5,36.5,2023-24
Jarrett Allen,CLE,26,C,76,1.2,3.6,33,35.6,2023-24
Kentavious Caldwell-Pope,DEN,31,G,74,1.1,3.6,32.1,36.9,2023-24
Royce O'Neale,PHX,30,F,78,1.4,3.5,37.9,36.7,2023-24
Ochai Agbaji,TOR,24,G,78,1.2,3.5,34.9,36.9,2023-24
Tyrese Haliburton,IND,24,G,69,1.3,3.5,36.2,37.3,2023-24
Toumani Camara,POR,24,F,70,1.3,3.5,36.1,37.2,2023-24
Tre Jones,SAS,24,G,77,1.2,3.5,33.1,36.8,2023-24
Zach Collins,SAS,26,F-C,69,1.3,3.5,38.7,36.3,2023-24
Myles Turner,IND,28,C-F,77,1,3.4,30.8,36.4,2023-24
Cason Wallace,OKC,20,G,82,1.2,3.4,34.8,36.1,2023-24
Buddy Hield,PHI,31,G,83,1.4,3.4,40.1,36.8,2023-24
Duncan Robinson,MIA,30,F,68,1.1,3.4,33.8,36.4,2023-24
Precious Achiuwa,NYK,24,F,74,1.2,3.3,35.2,36.3,2023-24
Kevon Looney,GSW,28,F,74,1.1,3.3,34.4,35.4,2023-24
Cole Anthony,ORL,24,G,81,1.2,3.3,35.4,36,2023-24
Tyus Jones,WAS,28,G,66,1.2,3.3,36.4,37.3,2023-24
Andrew Nembhard,IND,24,G-F,67,1.2,3.3,35.9,37.6,2023-24
Isaac Okoro,CLE,23,F-G,68,1.3,3.2,40,37.1,2023-24
Malik Monk,SAC,26,G,71,1.3,3.2,39.3,36.9,2023-24
Naz Reid,MIN,24,C-F,81,1.1,3.2,35.2,36.3,2023-24
Norman Powell,LAC,31,G,76,1,3.2,31,36.7,2023-24
Naji Marshall,NOP,26,F,66,0.9,3.2,29.2,35.6,2023-24
Kyle Anderson,MIN,30,F-G,79,1.1,3.2,33.2,36.8,2023-24
Jusuf Nurkic,PHX,29,C,76,1.2,3.2,36.5,36.4,2023-24
Amir Coffey,LAC,26,G-F,66,1.2,3.1,39.4,36.7,2023-24
Jalen Williams,OKC,23,G-F,71,1.1,3.1,34.1,36.7,2023-24
Devin Vassell,SAS,23,G-F,68,1.2,3.1,39,37.3,2023-24
Patrick Beverley,MIL,35,G,72,1.1,3.1,35.3,37.2,2023-24
Julian Champagnie,SAS,22,F,74,1.2,3.1,37.4,37.1,2023-24
Jonas Valanciunas,NOP,32,C,82,1.1,3,36.5,35.5,2023-24
Terance Mann,LAC,27,G-F,75,1.2,3,38.8,37.1,2023-24
Clint Capela,ATL,30,C,73,1.1,2.9,37.4,36.3,2023-24
Michael Porter Jr.,DEN,25,F,80,1.3,2.9,43.3,36.8,2023-24
Matisse Thybulle,POR,27,G-F,65,0.9,2.9,29.6,36.1,2023-24
Isaiah Joe,OKC,24,G,77,1.1,2.9,39.3,36.2,2023-24
Simone Fontecchio,DET,28,F,66,0.9,2.9,32.3,37,2023-24
Derrick Jones Jr.,DAL,27,F,76,1,2.9,34.1,37.6,2023-24
Eric Gordon,PHX,35,G,68,0.9,2.9,32.5,36.2,2023-24
Nickeil Alexander-Walker,MIN,25,G,82,1.1,2.8,37.8,36.6,2023-24
Bobby Portis,MIL,29,F,82,0.9,2.8,32.3,36.4,2023-24
Nick Richards,CHA,26,C,67,1.2,2.8,42.3,36.1,2023-24
Jeff Green,HOU,37,F,77,0.9,2.8,31,35.3,2023-24
Andre Drummond,CHI,30,C,78,1.1,2.8,38.4,35.5,2023-24
Isaiah Hartenstein,NYK,26,C-F,75,1,2.8,36.4,36.8,2023-24
Marcus Sasser,DET,23,G,69,0.9,2.7,34.9,36.1,2023-24
Jaxson Hayes,LAL,24,C-F,67,0.8,2.7,29.3,36.2,2023-24
Russell Westbrook,LAC,35,G,68,0.9,2.7,34.8,36.2,2023-24
Jae'Sean Tate,HOU,28,F,65,0.7,2.6,28.1,36,2023-24
Jabari Walker,POR,21,F,72,0.9,2.6,32.8,36.8,2023-24
Sam Hauser,BOS,26,F,79,1,2.6,37.5,35.9,2023-24
Drew Eubanks,PHX,27,F-C,74,1,2.6,37.6,35.7,2023-24
Aaron Wiggins,OKC,25,G,78,1,2.6,39.7,35.6,2023-24
Gary Trent Jr.,TOR,25,G,71,1.1,2.6,41.1,37.2,2023-24
Peyton Watson,DEN,21,G,79,1,2.6,39,36.1,2023-24
Garrison Mathews,ATL,27,G,66,1.1,2.6,41.2,37.4,2023-24
Duop Reath,POR,27,C,68,0.8,2.6,32,36.8,2023-24
Moritz Wagner,ORL,27,F-C,80,0.8,2.6,31.7,36,2023-24
Paul Reed,PHI,24,F,81,0.9,2.4,36.9,36.3,2023-24
Cedi Osman,SAS,29,F,72,1.1,2.4,46.8,37.1,2023-24
Obi Toppin,IND,26,F,82,0.8,2.4,34.5,36.5,2023-24
Davion Mitchell,SAC,25,G,68,0.8,2.4,34.4,36.3,2023-24
Payton Pritchard,BOS,26,G,82,0.9,2.4,37.6,35.7,2023-24
Christian Braun,DEN,23,G,81,0.8,2.3,33.2,35.8,2023-24
Trayce Jackson-Davis,GSW,24,F,67,0.9,2.3,39,36.1,2023-24
Jaylin Williams,OKC,21,F,69,0.7,2.2,33.6,35.5,2023-24
Cameron Payne,PHI,29,G,76,0.8,2.2,36.7,36.7,2023-24
Jaden Hardy,DAL,21,G,66,0.8,2.1,38.7,36.5,2023-24
Jevon Carter,CHI,28,G,70,0.8,2.1,36.2,35.8,2023-24
Malaki Branham,SAS,21,F,74,0.9,2.1,42.9,37.2,2023-24
Aaron Holiday,HOU,27,G,77,0.7,2,34.2,36.4,2023-24
Kenrich Williams,OKC,29,G-F,69,0.7,1.8,38.5,35.4,2023-24
T.J. McConnell,IND,32,G,71,0.6,1.8,31,36.9,2023-24
Joe Ingles,ORL,36,F-G,68,0.6,1.7,32.5,35.7,2023-24
Kevin Porter Jr.,HOU,23,G-F,59,2.6,6.9,37.5,36.9,2023-24
Shai Gilgeous-Alexander,OKC,24,G,68,2,5.9,34.2,36.2,2022-23
Zach LaVine,CHI,28,G,77,2,5.8,34.1,36.8,2022-23
Jabari Smith Jr.,HOU,20,F,79,2.2,5.8,38,36.3,2022-23
De'Aaron Fox,SAC,25,G,73,2,5.7,36.1,36.5,2022-23
Jalen Brunson,NYK,26,G,68,2.1,5.7,37.5,36.3,2022-23
Julius Randle,NYK,28,F-C,77,2.1,5.6,37.4,35.8,2022-23
CJ McCollum,NOP,31,G,75,1.8,5.4,32.9,36.7,2022-23
Fred VanVleet,TOR,29,G,69,2.1,5.4,38.4,36.5,2022-23
Luguentz Dort,OKC,24,G,74,1.8,5.3,33.8,36.2,2022-23
James Harden,PHI,33,G,58,1.8,5.3,33.8,36.3,2022-23
RJ Barrett,NYK,23,F-G,72,1.9,5.3,35,36.5,2022-23
Pascal Siakam,TOR,29,F,71,1.9,5.1,37,35.6,2022-23
Evan Mobley,CLE,22,C,79,1.9,5.1,36.9,35.2,2022-23
De'Andre Hunter,ATL,25,F-G,67,1.8,5.1,34.7,36.1,2022-23
Draymond Green,GSW,33,F,73,1.6,5.1,31,35.8,2022-23
Al Horford,BOS,37,C-F,63,1.8,5.1,34.2,35.5,2022-23
Jamal Murray,DEN,26,G,65,1.8,5.1,36.1,36.5,2022-23
Jrue Holiday,MIL,33,G,67,1.7,5.1,33.6,36,2022-23
Max Strus,MIA,27,G-F,80,2,5,39.4,36.1,2022-23
Paolo Banchero,ORL,20,F,72,1.7,5,33.9,36,2022-23
Anthony Edwards,MIN,21,G,79,1.8,5,35.4,36.1,2022-23
Dillon Brooks,MEM,27,G-F,73,1.8,5,34.9,36.5,2022-23
Kristaps Porzingis,WAS,27,F-C,65,1.7,5,34.4,35.4,2022-23
Buddy Hield,IND,30,G,80,1.6,4.9,32.7,36.5,2022-23
Brook Lopez,MIL,35,C,78,1.8,4.9,36.1,34.9,2022-23
Caleb Martin,MIA,27,F,71,1.8,4.9,35.5,36.2,2022-23
Austin Reaves,LAL,25,G,64,1.6,4.9,32.7,36.3,2022-23
Harrison Barnes,SAC,31,F,82,1.7,4.9,35.4,35.5,2022-23
Luka Doncic,DAL,24,F-G,65,1.5,4.9,31.5,35.4,2022-23
DeMar DeRozan,CHI,33,G-F,74,1.8,4.9,36.9,36,2022-23
John Collins,ATL,25,F-C,71,1.8,4.8,36.9,35.9,2022-23
Scottie Barnes,TOR,21,F,77,1.9,4.8,39,36.4,2022-23
Kelly Olynyk,UTA,32,F-C,68,1.8,4.8,37.2,35.7,2022-23
Jalen Green,HOU,21,G,76,1.8,4.8,36.9,36.6,2022-23
Tyler Herro,MIA,23,G,67,1.6,4.8,34.2,36.5,2022-23
Jaden McDaniels,MIN,22,F,79,1.9,4.8,39.4,36.3,2022-23
Gabe Vincent,MIA,27,G,68,1.7,4.8,35.2,36.5,2022-23
P.J. Washington,CHA,24,F,73,1.6,4.7,32.9,36,2022-23
Marcus Smart,BOS,29,G,61,1.7,4.7,36.3,35.8,2022-23
Franz Wagner,ORL,21,F,80,1.8,4.7,37.3,36.2,2022-23
Desmond Bane,MEM,25,G,58,1.6,4.7,33.9,35.9,2022-23
Trey Murphy III,NOP,23,F,79,1.7,4.7,36.5,36.3,2022-23
Bruce Brown,DEN,26,G-F,80,1.5,4.7,31,36.1,2022-23
Jimmy Butler,MIA,33,F,64,1.6,4.7,33.6,36.2,2022-23
Nikola Jokic,DEN,28,C,69,1.7,4.6,36.9,35.4,2022-23
Alex Caruso,CHI,29,G,67,1.7,4.6,35.9,36.5,2022-23
Coby White,CHI,23,G,74,1.7,4.5,38.2,36.6,2022-23
Anfernee Simons,POR,24,G,62,1.5,4.5,32.5,36.2,2022-23
Dennis Schroder,LAL,29,G,66,1.4,4.5,31.1,36.2,2022-23
Tim Hardaway Jr.,DAL,31,G-F,71,1.5,4.5,33.8,35.9,2022-23
Terry Rozier,CHA,29,G,63,1.7,4.5,38.8,37,2022-23
Josh Hart,NYK,28,G,76,1.6,4.5,36.9,36.3,2022-23
Jerami Grant,POR,29,F,63,1.7,4.4,38.6,36.3,2022-23
Quentin Grimes,NYK,23,G,70,1.7,4.4,39,36.9,2022-23
Josh Giddey,OKC,20,G,76,1.7,4.4,37.5,35.6,2022-23
Jalen McDaniels,PHI,25,F-C,80,1.6,4.4,36.4,36.2,2022-23
Kyrie Irving,DAL,31,G,60,1.7,4.4,38,36.7,2022-23
Jaylen Brown,BOS,26,G-F,67,1.5,4.4,35.2,36.4,2022-23
Herbert Jones,NOP,24,F,66,1.3,4.3,29.6,36.3,2022-23
Reggie Jackson,DEN,33,G,67,1.7,4.3,39,35.7,2022-23
Jayson Tatum,BOS,25,F-G,74,1.4,4.3,31.9,35.7,2022-23
Chris Paul,PHX,38,G,59,1.7,4.3,39,36.1,2022-23
D'Angelo Russell,LAL,27,G,71,1.4,4.3,33.3,36.2,2022-23
Jaden Ivey,DET,21,G,74,1.5,4.3,34.8,35.8,2022-23
Royce O'Neale,BKN,30,F,76,1.5,4.3,34.4,35.7,2022-23
Immanuel Quickley,NYK,24,G,81,1.4,4.3,32,36,2022-23
Giannis Antetokounmpo,MIL,28,F,62,1.4,4.2,34,35.7,2022-23
Bol Bol,ORL,23,C-F,70,1.4,4.2,33.9,35.8,2022-23
Jordan Poole,GSW,24,G,82,1.5,4.2,36.5,36.3,2022-23
Jaren Jackson Jr.,MEM,23,F-C,63,1.6,4.2,39.2,35.1,2022-23
Jarrett Allen,CLE,25,C,68,1.5,4.2,36.7,36,2022-23
Joel Embiid,PHI,29,C-F,66,1.4,4.2,32.2,36.1,2022-23
Ja Morant,MEM,23,G,61,1.3,4.2,30.3,35.7,2022-23
Cole Anthony,ORL,23,G,60,1.4,4.2,32.5,36.1,2022-23
Markelle Fultz,ORL,25,G,60,1.3,4.1,31.5,35.5,2022-23
De'Anthony Melton,PHI,25,G,77,1.6,4.1,39.3,36.6,2022-23
Donovan Mitchell,CLE,26,G,68,1.4,4.1,35,36.3,2022-23
Ivica Zubac,LAC,26,C,76,1.6,4.1,39.9,35.1,2022-23
KJ Martin,HOU,22,F,82,1.6,4.1,37.8,36,2022-23
Bojan Bogdanovic,DET,34,F,59,1.5,4.1,36.8,36.2,2022-23
Kevin Huerter,SAC,24,G-F,75,1.6,4.1,40.4,36.4,2022-23
Andrew Nembhard,IND,23,G-F,75,1.4,4.1,35.5,36.2,2022-23
Patrick Williams,CHI,21,F,82,1.6,4,38.9,36.1,2022-23
Troy Brown Jr.,LAL,23,G-F,76,1.4,4,34.7,36.8,2022-23
Bam Adebayo,MIA,25,C-F,75,1.5,4,36.5,36.4,2022-23
Darius Garland,CLE,23,G,69,1.5,4,37.4,36.8,2022-23
Keldon Johnson,SAS,23,F-G,63,1.6,4,40.7,36.2,2022-23
Killian Hayes,DET,21,G,76,1.6,4,38.7,36,2022-23
Trae Young,ATL,24,G,73,1.4,4,35.7,36.3,2022-23
Donte DiVincenzo,GSW,26,G,72,1.4,4,35.2,36,2022-23
Spencer Dinwiddie,BKN,30,G,79,1.6,4,41.3,36,2022-23
Kevon Looney,GSW,27,F,82,1.5,4,37.6,35.5,2022-23
Tyrese Maxey,PHI,22,G,60,1.4,4,36.1,36,2022-23
Rudy Gobert,MIN,31,C,70,1.4,4,36.5,35.8,2022-23
OG Anunoby,TOR,25,F,67,1.6,4,39.6,36,2022-23
Deni Avdija,WAS,22,F,76,1.6,3.9,40.6,36.6,2022-23
Kyle Anderson,MIN,29,F-G,68,1.5,3.9,37.6,35.6,2022-23
Nic Claxton,BKN,24,C,76,1.3,3.9,34,35.6,2022-23
Nikola Vucevic,CHI,32,C,82,1.3,3.9,33.9,36.5,2022-23
Dorian Finney-Smith,BKN,30,F,66,1.4,3.9,36.2,36.1,2022-23
Ayo Dosunmu,CHI,23,G,80,1.4,3.9,35.4,36.2,2022-23
Deandre Ayton,PHX,24,C,67,1.4,3.9,36.9,35.9,2022-23
Damian Lillard,POR,32,G,58,1.5,3.9,37.9,36.5,2022-23
Kyle Kuzma,WAS,27,F,64,1.3,3.8,32.7,36,2022-23
Jalen Duren,DET,19,C,67,1.4,3.8,37.5,35.7,2022-23
Marcus Morris Sr.,LAC,33,F,65,1.3,3.8,34.3,36.2,2022-23
Lauri Markkanen,UTA,26,F-C,66,1.3,3.8,34.7,36.1,2022-23
Tari Eason,HOU,22,F,82,1.5,3.8,39.8,36.1,2022-23
Derrick White,BOS,28,G,80,1.2,3.7,31.4,35.9,2022-23
Mike Conley,MIN,35,G,67,1.3,3.7,35.3,36.6,2022-23
Patrick Beverley,CHI,34,G,67,1.3,3.7,36,36.8,2022-23
Bennedict Mathurin,IND,21,G-F,78,1.5,3.7,39.9,36.2,2022-23
Santi Aldama,MEM,22,F-C,77,1.2,3.7,31.3,35.7,2022-23
Alperen Sengun,HOU,20,C,75,1.4,3.7,38.4,36.1,2022-23
Jose Alvarado,NOP,25,G,61,1.2,3.7,31.7,36.4,2022-23
Jordan Clarkson,UTA,31,G,61,1.3,3.6,34.4,36.8,2022-23
Pat Connaughton,MIL,30,G,61,1.2,3.6,32.3,36.2,2022-23
Russell Westbrook,LAC,34,G,73,1,3.6,28.2,35.5,2022-23
Grant Williams,BOS,24,F,79,1.3,3.6,37.1,35.3,2022-23
Tre Jones,SAS,23,G,68,1.3,3.6,35.4,36,2022-23
P.J. Tucker,PHI,38,F,74,1.2,3.6,34.8,35.3,2022-23
Bobby Portis,MIL,28,F,70,1.3,3.6,37.2,35.7,2022-23
Torrey Craig,PHX,32,F,79,1.2,3.6,34.8,36.5,2022-23
Jonathan Kuminga,GSW,20,F,66,1.2,3.5,33.8,35.6,2022-23
Dejounte Murray,ATL,26,G,74,1.1,3.5,29.8,36.6,2022-23
Jarred Vanderbilt,LAL,24,F,78,1.3,3.5,35.5,35.9,2022-23
Mitchell Robinson,NYK,25,C-F,59,1.1,3.5,30.3,35.8,2022-23
Grayson Allen,MIL,27,G,72,1.3,3.5,35.8,36.4,2022-23
Christian Wood,DAL,27,F,67,1.3,3.5,35.6,35.6,2022-23
Tobias Harris,PHI,30,F,74,1,3.5,29.2,36,2022-23
Caris LeVert,CLE,28,G,74,1.4,3.5,39,36.4,2022-23
Shaedon Sharpe,POR,20,G,80,1.5,3.5,41.9,36.3,2022-23
Aaron Gordon,DEN,27,F,68,1.2,3.5,33.6,36.2,2022-23
David Roddy,MEM,22,F,69,1.3,3.5,37.4,35.5,2022-23
Walker Kessler,UTA,21,C,74,1.4,3.4,39.4,35,2022-23
Klay Thompson,GSW,33,G,69,1.3,3.4,36.9,36.4,2022-23
Jordan Goodwin,WAS,24,G,60,1.4,3.4,39.5,36.1,2022-23
Keegan Murray,SAC,22,F,80,1.4,3.4,39.7,36.4,2022-23
Keita Bates-Diop,SAS,27,F,66,1.2,3.4,35,35.7,2022-23
Aaron Nesmith,IND,23,G-F,73,1.4,3.4,42.9,36.2,2022-23
Kentavious Caldwell-Pope,DEN,30,G,76,1.2,3.4,35.5,36.4,2022-23
Corey Kispert,WAS,24,F,74,1.4,3.4,41,36.3,2022-23
Gary Trent Jr.,TOR,24,G-F,66,1.3,3.4,38.7,36.7,2022-23
Naji Marshall,NOP,25,F,77,1.3,3.3,38.7,36.1,2022-23
Myles Turner,IND,27,C-F,62,1.3,3.3,39.5,35.2,2022-23
Talen Horton-Tucker,UTA,22,G,63,1.2,3.3,37.2,36.3,2022-23
Reggie Bullock Jr.,DAL,32,G-F,78,1.1,3.3,34.1,36.5,2022-23
John Konchar,MEM,27,G,71,0.9,3.2,28.8,36.4,2022-23
Onyeka Okongwu,ATL,22,F-C,80,1,3.2,30.9,35.2,2022-23
Jakob Poeltl,TOR,27,C,72,1.3,3.2,39.9,36.2,2022-23
Norman Powell,LAC,30,G,60,1.2,3.1,38.1,36,2022-23
Malik Beasley,LAL,26,G,81,1.1,3.1,34.3,36.5,2022-23
Monte Morris,WAS,28,G,62,1.1,3.1,35.1,36.7,2022-23
Lamar Stevens,CLE,25,F,60,1,3.1,32.4,35.2,2022-23
Aaron Wiggins,OKC,24,G,68,1.4,3.1,44.6,35.3,2022-23
Terrence Ross,PHX,32,G-F,62,1.1,3.1,35.2,35.5,2022-23
Trendon Watford,POR,22,F,60,1.1,3.1,35.7,35.9,2022-23
Anthony Lamb,GSW,25,F,62,1.1,3.1,35.1,36.6,2022-23
Domantas Sabonis,SAC,27,F-C,79,1.2,3.1,40.5,36.4,2022-23
Josh Richardson,NOP,29,G,65,1.2,3.1,39.2,35.9,2022-23
Michael Porter Jr.,DEN,25,F,62,1.1,3.1,34.2,37.2,2022-23
Xavier Tillman,MEM,24,F,59,1.1,3,37.8,35.7,2022-23
Rui Hachimura,LAL,25,F,63,1,3,31.9,36,2022-23
Georges Niang,PHI,30,F,78,1,3,31.9,35.3,2022-23
Seth Curry,BKN,32,G,60,1.1,3,37.2,35.4,2022-23
Mason Plumlee,LAC,33,F-C,79,1.1,2.9,37.1,36,2022-23
Josh Okogie,PHX,24,G,65,1,2.9,34,36.3,2022-23
Eric Gordon,LAC,34,G,68,1,2.9,34.8,36.5,2022-23
Malcolm Brogdon,BOS,30,G,67,1,2.9,35.6,36.4,2022-23
Devonte' Graham,SAS,28,G,73,0.9,2.9,31.8,36.2,2022-23
Chris Boucher,TOR,30,F-C,76,0.9,2.9,32.1,35.9,2022-23
AJ Griffin,ATL,19,F,70,1,2.9,35.3,35.7,2022-23
Jonas Valanciunas,NOP,31,C,79,1.1,2.9,36.7,35.8,2022-23
Clint Capela,ATL,29,C,65,1.1,2.9,37.6,36.1,2022-23
Josh Green,DAL,22,G,60,1.1,2.8,39.3,36.6,2022-23
Jalen Smith,IND,23,F-C,67,1,2.8,34.8,36.2,2022-23
Doug McDermott,SAS,31,F,64,1.1,2.8,40.4,34.8,2022-23
Davion Mitchell,SAC,24,G,80,0.9,2.8,33.9,36.1,2022-23
Isaiah Joe,OKC,23,G,70,1,2.8,37.3,35.5,2022-23
Malik Monk,SAC,25,G,76,1,2.8,35.9,36,2022-23
