Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Steve Blake,POR,35,G,80,0.6,1.7,36.8,33.6,2014-15
Greg Monroe,DET,25,F-C,69,0.5,1.6,31.6,34.6,2014-15
Nikola Mirotic,CHI,24,F,80,0.6,1.6,33.8,34.1,2014-15
Kris Humphries,WAS,30,F,62,0.7,1.6,41,33.5,2014-15
Ryan Anderson,NOP,27,F,61,0.4,1.6,25.5,35.2,2014-15
Damjan Rudez,IND,29,F,64,0.6,1.6,34,34.8,2014-15
Derrick Favors,UTA,23,F,74,0.6,1.6,38.5,34.5,2014-15
DeMarcus Cousins,SAC,24,C,59,0.5,1.6,30.4,34.5,2014-15
Nikola Vucevic,ORL,24,C,74,0.6,1.5,36,34.7,2014-15
Jonas Jerebko,BOS,28,F,74,0.4,1.5,28.3,34.7,2014-15
Al Horford,ATL,29,C-F,76,0.5,1.5,35.7,34.5,2014-15
Steven Adams,OKC,21,C,70,0.6,1.5,37.1,34.3,2014-15
Tyson Chandler,DAL,32,C,74,0.5,1.5,36,33.7,2014-15
Anthony Tolliver,DET,30,F,72,0.6,1.5,38,34.5,2014-15
Quincy Acy,NYK,24,F,65,0.4,1.5,24.7,34.6,2014-15
Nick Collison,OKC,34,F,66,0.4,1.5,29.6,33.6,2014-15
Spencer Hawes,LAC,27,F-C,73,0.5,1.4,32.4,34.1,2014-15
JJ Hickson,DEN,26,F-C,73,0.5,1.4,34.3,34,2014-15
Luke Babbitt,NOP,26,F,62,0.6,1.4,42,34.8,2014-15
Marcin Gortat,WAS,31,C,82,0.5,1.4,38.9,34.8,2014-15
Brook Lopez,BKN,27,C,72,0.4,1.4,29.9,33.9,2014-15
Shawne Williams,DET,29,F,60,0.6,1.4,46.9,34.7,2014-15
DeAndre Jordan,LAC,26,C,82,0.5,1.3,34.3,34.2,2014-15
Timofey Mozgov,CLE,28,C,81,0.6,1.3,44.9,35.2,2014-15
Jason Thompson,SAC,28,F,81,0.6,1.3,42.5,34.9,2014-15
Luis Scola,IND,35,F,80,0.4,1.3,29.5,34.7,2014-15
Jared Sullinger,BOS,23,F,58,0.4,1.3,30.7,34.4,2014-15
Leandro Barbosa,GSW,32,G,65,0.4,1.3,33.7,33.9,2014-15
Gorgui Dieng,MIN,25,C,72,0.4,1.3,32.6,34.5,2014-15
Jordan Hill,LAL,27,C,70,0.4,1.2,30.2,35.5,2014-15
Carl Landry,SAC,31,F,68,0.4,1.2,34.9,34.9,2014-15
Henry Sims,PHI,25,C,72,0.4,1.1,32.5,35,2014-15
Charlie Villanueva,DAL,30,F,58,0.5,1.1,40.9,35,2014-15
Mason Plumlee,BKN,25,C-F,78,0.5,1.1,43.7,34.7,2014-15
Andre Drummond,DET,21,C,82,0.3,1.1,32.6,34.3,2014-15
Marc Gasol,MEM,30,C,81,0.3,1,33.3,35,2014-15
Brandan Wright,PHX,27,F,75,0.4,1,44.6,33.2,2014-15
Jon Leuer,MEM,26,F,60,0.3,1,27.1,33.5,2014-15
Matt Bonner,SAS,35,C-F,65,0.3,1,35.9,34.1,2014-15
Udonis Haslem,MIA,35,F,60,0.3,1,36.2,33.8,2014-15
John Henson,MIL,24,C-F,66,0.2,0.9,19,35.7,2014-15
Robert Sacre,LAL,26,C,64,0.4,0.9,40,32.2,2014-15
Zaza Pachulia,MIL,31,C,72,0.3,0.9,35.8,34.7,2014-15
Robin Lopez,POR,27,C,59,0.3,0.9,35.8,31.5,2014-15
Amar'e Stoudemire,DAL,32,C-F,58,0.3,0.9,37.3,34,2014-15
Ian Mahinmi,IND,28,C,60,0.3,0.9,28.8,34.3,2014-15
Tim Duncan,SAS,39,F,77,0.3,0.9,32.8,33.4,2014-15
Pau Gasol,CHI,34,F-C,78,0.2,0.8,28.8,32.8,2014-15
Jusuf Nurkic,DEN,20,C,62,0.3,0.8,30.2,34.7,2014-15
Jonas Valanciunas,TOR,23,C,80,0.3,0.8,38.2,35.7,2014-15
Kendrick Perkins,CLE,30,C,68,0.3,0.8,29.8,33.2,2014-15
Rudy Gobert,UTA,23,C,82,0.3,0.8,34.8,32.3,2014-15
Lavoy Allen,IND,26,F-C,61,0.2,0.8,28.6,34.6,2014-15
Joey Dorsey,HOU,31,C-F,62,0.3,0.8,38.3,33.9,2014-15
Omer Asik,NOP,28,C,76,0.3,0.8,34.5,35.7,2014-15
Glen Davis,LAC,29,F-C,68,0.2,0.8,30.8,33.8,2014-15
Jason Maxiell,CHA,32,F,60,0.3,0.7,34.1,33.9,2014-15
Andrew Bogut,GSW,30,C,67,0.2,0.7,31.3,32.9,2014-15
Tyler Hansbrough,TOR,29,F-C,71,0.3,0.7,35.3,34,2014-15
Kevin Seraphin,WAS,25,C,77,0.3,0.7,37.7,34.2,2014-15
Kosta Koufos,MEM,26,C,81,0.2,0.7,32.1,35,2014-15
Pero Antic,ATL,32,F-C,62,0.2,0.7,28.6,32.5,2014-15
Roy Hibbert,IND,28,C,76,0.3,0.7,40.4,33.6,2014-15
Tyler Zeller,BOS,25,C-F,82,0.2,0.6,26.9,33.8,2014-15
Alexis Ajinca,NOP,27,C,62,0.2,0.6,26.3,35.1,2014-15
Alex Len,PHX,22,C,69,0.3,0.6,45,35.4,2014-15
Chris Kaman,POR,33,C,74,0.2,0.6,37.2,32.7,2014-15
Miles Plumlee,MIL,26,C-F,71,0.3,0.6,48.7,32.7,2014-15
Al Jefferson,CHA,30,C,65,0.2,0.5,38.2,33.8,2014-15
Aron Baynes,SAS,28,C-F,69,0.1,0.5,29.4,34.7,2014-15
Marreese Speights,GSW,27,C-F,76,0.2,0.5,48.6,34.9,2014-15
Bismack Biyombo,CHA,22,C-F,64,0.1,0.4,28.6,35.7,2014-15
Cole Aldrich,NYK,26,C,58,0.2,0.4,52,36.6,2014-15
Kemba Walker,CHA,24,G,72,2,4.9,40.4,35.1,2013-14
Kyrie Irving,CLE,22,G,71,1.8,4.9,37.6,36,2013-14
James Harden,HOU,24,G,73,1.7,4.8,35,35.4,2013-14
Dion Waiters,CLE,22,G,70,1.7,4.5,36.8,35.9,2013-14
Kevin Durant,OKC,25,F,81,1.4,4.5,31.5,35.7,2013-14
Isaiah Thomas,SAC,25,G,71,1.6,4.3,36,35.8,2013-14
Paul George,IND,24,F-G,80,1.4,4.2,33.2,35.7,2013-14
Deron Williams,BKN,30,G,64,1.6,4.2,37.6,34.2,2013-14
Mike Conley,MEM,26,G,73,1.3,4.1,32.1,36.2,2013-14
Jodie Meeks,LAL,26,G,76,1.6,4.1,37.5,35.9,2013-14
Matt Barnes,LAC,34,F,63,1.3,4.1,30.8,35.9,2013-14
Bradley Beal,WAS,21,G,72,1.4,4.1,33.3,36.3,2013-14
Carmelo Anthony,NYK,30,F,77,1.4,4,35.9,35.8,2013-14
Ricky Rubio,MIN,23,G,82,1.5,4,36.3,36.3,2013-14
Jose Calderon,DAL,32,G,80,1.6,4,39.6,35.9,2013-14
Brandon Knight,MIL,22,G,71,1.7,4,42,36.3,2013-14
Jeremy Lin,HOU,25,G,71,1.4,4,33.9,35.8,2013-14
Evan Turner,IND,25,F-G,81,1.6,4,40.2,36.6,2013-14
Corey Brewer,MIN,28,F,81,1.5,4,37.8,36.5,2013-14
Jarrett Jack,CLE,30,G,80,1.4,3.9,36.3,35.4,2013-14
Victor Oladipo,ORL,22,G,80,1.3,3.9,33.1,35.6,2013-14
Josh Smith,DET,28,F,77,1.4,3.9,35.8,36.3,2013-14
Monta Ellis,DAL,28,G,82,1.5,3.9,38.8,37,2013-14
Chandler Parsons,HOU,25,F,74,1.4,3.8,35.9,35.9,2013-14
Khris Middleton,MIL,22,F,81,1.5,3.8,39.7,36.1,2013-14
LeBron James,MIA,29,F,77,1.3,3.8,34.2,35.7,2013-14
Tobias Harris,ORL,21,F,61,1.4,3.7,36.4,35.7,2013-14
Rudy Gay,SAC,27,F,72,1.5,3.7,40.1,36.2,2013-14
Mario Chalmers,MIA,28,G,73,1.4,3.7,37.9,35.7,2013-14
Brandon Jennings,DET,24,G,79,1.3,3.7,34.2,35.7,2013-14
John Wall,WAS,23,G,81,1.4,3.7,38.7,35.7,2013-14
Tyreke Evans,NOP,24,F-G,72,1.3,3.7,36,36.2,2013-14
Kyle Lowry,TOR,28,G,77,1.3,3.7,34.8,35.8,2013-14
Thaddeus Young,PHI,26,F,79,1.4,3.6,38.2,36,2013-14
Luol Deng,CLE,29,F,63,1.5,3.6,42,36.2,2013-14
Kyle Singler,DET,26,F,82,1.3,3.5,35.4,36.6,2013-14
Jeff Teague,ATL,26,G,78,1.1,3.5,31.2,35.8,2013-14
Joe Johnson,BKN,33,G,78,1.4,3.5,38.5,35.6,2013-14
Thabo Sefolosha,OKC,30,G,60,1.3,3.5,37.7,37.3,2013-14
Trevor Ariza,WAS,28,F,76,1.1,3.5,32.8,35.6,2013-14
Stephen Curry,GSW,26,G,77,1.2,3.5,34.8,37.2,2013-14
Gerald Henderson,CHA,26,G,76,1.3,3.5,37.1,36.4,2013-14
Nicolas Batum,POR,25,F,82,1.3,3.5,36.3,36.4,2013-14
Jeff Green,BOS,27,F,82,1.1,3.4,33.3,35.8,2013-14
Shaun Livingston,BKN,28,G,75,1.2,3.4,34.1,35.9,2013-14
Shawn Marion,DAL,36,F,76,1.2,3.4,34.9,36.5,2013-14
Reggie Jackson,OKC,24,G,80,1.2,3.4,36.8,36.6,2013-14
James Anderson,PHI,25,G-F,80,1.2,3.3,35,36.1,2013-14
Chris Paul,LAC,29,G,62,1.2,3.3,35.6,36.6,2013-14
Jameer Nelson,ORL,32,G,68,1.2,3.3,37.1,35.8,2013-14
Klay Thompson,GSW,24,G,80,1.2,3.3,36.4,36.5,2013-14
DeMarre Carroll,ATL,27,F,73,1.1,3.3,34.6,35.9,2013-14
Ben McLemore,SAC,21,G,81,1.3,3.2,41.2,36.5,2013-14
Raymond Felton,NYK,30,G,65,1.1,3.2,35.9,35.8,2013-14
Avery Bradley,BOS,23,G,60,1.3,3.2,38.9,35.9,2013-14
George Hill,IND,28,G,76,1.1,3.2,33.5,35.5,2013-14
Kyle Korver,ATL,33,G-F,70,1.2,3.2,36.9,35.7,2013-14
Arron Afflalo,ORL,28,G-F,73,1.4,3.2,44.4,36.7,2013-14
Richard Jefferson,UTA,34,F,82,1.3,3.2,40.9,36.3,2013-14
Jamal Crawford,LAC,34,G,69,0.9,3.2,28.9,36.6,2013-14
Alec Burks,UTA,22,G,78,1.2,3.1,38.1,36.4,2013-14
Michael Carter-Williams,PHI,22,G,70,1.3,3.1,40.6,36.1,2013-14
Danny Green,SAS,27,G-F,68,1,3.1,33,36,2013-14
Darren Collison,LAC,26,G,80,1.1,3.1,35.1,36.1,2013-14
Wesley Matthews,POR,27,G,82,1.1,3.1,36.6,36.4,2013-14
Andre Iguodala,GSW,30,F-G,63,1.1,3.1,36.4,36.5,2013-14
Tony Parker,SAS,32,G,67,1.1,3.1,37.2,35.8,2013-14
P.J. Tucker,PHX,29,F-G,81,1,3.1,31.5,36.2,2013-14
Lance Stephenson,IND,23,G,78,1.1,3.1,34.3,36.2,2013-14
JR Smith,NYK,28,G-F,74,1.2,3,38.9,36.5,2013-14
Wilson Chandler,DEN,27,F,62,1.1,3,34.6,36.2,2013-14
Iman Shumpert,NYK,24,G-F,74,1.1,3,36.2,36.4,2013-14
Terrence Ross,TOR,23,F,80,1.1,3,36.4,36.9,2013-14
Kevin Martin,MIN,31,G,68,1,3,33.2,35.8,2013-14
Anthony Davis,NOP,21,F-C,66,1.1,3,34.8,35.9,2013-14
Paul Millsap,ATL,29,F,73,1,3,35,35.7,2013-14
Tony Wroten,PHI,21,G,70,1.1,3,36.7,36.1,2013-14
Gordon Hayward,UTA,24,G-F,77,1.1,3,37.7,36.3,2013-14
Vince Carter,DAL,37,G-F,81,0.9,3,31.8,35.7,2013-14
Martell Webster,WAS,27,F-G,77,1,3,34.8,36.1,2013-14
Rodney Stuckey,DET,28,G,73,1.2,3,39.5,36,2013-14
Nick Young,LAL,29,F-G,64,1.1,2.9,37.8,35.7,2013-14
Tim Hardaway Jr.,NYK,22,G,81,1.1,2.9,37.4,35.5,2013-14
Wesley Johnson,LAL,26,F,79,1.1,2.9,35.9,36,2013-14
Ramon Sessions,MIL,28,G,83,1.2,2.9,39.7,36.5,2013-14
Hollis Thompson,PHI,23,G-F,75,1.1,2.9,36.5,36.4,2013-14
DeMar DeRozan,TOR,24,G,78,1,2.9,35.2,35.9,2013-14
Jimmy Butler,CHI,24,G-F,67,1,2.9,33.8,36.4,2013-14
Maurice Harkless,ORL,21,F,80,1.1,2.9,37.8,36.4,2013-14
Mike Dunleavy,CHI,33,F,82,0.9,2.8,31.8,36.4,2013-14
Gerald Green,PHX,28,G-F,82,0.9,2.8,32.2,36.4,2013-14
Ray Allen,MIA,38,G,73,1.2,2.8,42.9,36.6,2013-14
Michael Kidd-Gilchrist,CHA,20,F,61,1.1,2.8,40.9,37.7,2013-14
Damian Lillard,POR,23,G,82,0.9,2.8,32.5,36.5,2013-14
Jeremy Lamb,OKC,22,G,75,1,2.8,35.9,36.1,2013-14
Aaron Brooks,DEN,29,G,69,0.9,2.7,34.4,35.9,2013-14
Randy Foye,DEN,30,G,81,0.9,2.7,33.5,36.7,2013-14
Al-Farouq Aminu,NOP,23,F,80,1,2.7,37.8,37,2013-14
Ty Lawson,DEN,26,G,62,1,2.7,37.1,36.6,2013-14
Dirk Nowitzki,DAL,36,F,80,0.9,2.7,33.2,36.2,2013-14
Taj Gibson,CHI,29,F-C,82,0.9,2.7,35.3,34.7,2013-14
Goran Dragic,PHX,28,G,76,0.9,2.7,32.7,35.8,2013-14
Kirk Hinrich,CHI,33,G,73,1,2.6,38.3,35.2,2013-14
Giannis Antetokounmpo,MIL,19,G-F,75,1,2.6,36.5,36.7,2013-14
Paul Pierce,BKN,36,F,74,1,2.6,39.7,35.9,2013-14
Terrence Jones,HOU,22,F,75,0.8,2.6,32.7,36.2,2013-14
Trey Burke,UTA,21,G,70,1,2.6,37.2,36.7,2013-14
Derrick Williams,SAC,23,F,75,1,2.5,38.7,36.1,2013-14
Draymond Green,GSW,24,F,79,0.8,2.5,29.5,35.9,2013-14
Norris Cole,MIA,25,G,82,0.8,2.5,33.3,35.8,2013-14
Shelvin Mack,ATL,24,G,71,0.9,2.5,37.1,35.6,2013-14
Joakim Noah,CHI,29,C,80,0.9,2.5,36.5,35.9,2013-14
D.J. Augustin,CHI,26,G,68,0.9,2.5,37.3,34,2013-14
Blake Griffin,LAC,25,F,80,0.9,2.5,38.2,35.6,2013-14
Matthew Dellavedova,CLE,23,G,67,1,2.5,38.3,35.3,2013-14
Lou Williams,ATL,27,G,59,1,2.5,41.5,36,2013-14
Kawhi Leonard,SAS,23,F-G,66,0.9,2.5,35.4,35.6,2013-14
Marvin Williams,UTA,28,F,66,0.9,2.5,35.6,36.1,2013-14
Marcus Morris Sr.,PHX,24,F,82,1,2.5,39.3,35.5,2013-14
Josh McRoberts,CHA,27,F,77,0.9,2.4,35.6,35.7,2013-14
Serge Ibaka,OKC,24,F-C,81,0.9,2.4,38.3,35.8,2013-14
Shane Battier,MIA,35,F,72,1,2.4,39.7,36.1,2013-14
Travis Outlaw,SAC,29,F,59,0.8,2.4,33.3,35.8,2013-14
Brian Roberts,NOP,28,G,72,0.8,2.4,33.1,36.5,2013-14
Eric Gordon,NOP,25,G,64,0.8,2.4,34.9,36.6,2013-14
Derek Fisher,OKC,39,G,80,0.9,2.4,37.8,35.3,2013-14
Jerryd Bayless,BOS,25,G,72,0.9,2.4,37.3,36.4,2013-14
Jared Dudley,LAC,28,F,73,0.8,2.3,33.7,36.3,2013-14
Harrison Barnes,GSW,22,F,77,0.9,2.3,37.4,36.1,2013-14
David Lee,GSW,31,F,68,0.8,2.3,35.7,36,2013-14
Greivis Vasquez,TOR,27,G,78,0.9,2.3,37.2,35.7,2013-14
Mo Williams,POR,31,G,74,0.9,2.3,39.9,35.7,2013-14
Kentavious Caldwell-Pope,DET,21,G,77,0.8,2.3,36.4,35.9,2013-14
Rashard Lewis,MIA,34,F,58,0.9,2.2,39.2,34.9,2013-14
Marco Belinelli,SAS,28,G,80,0.8,2.2,37.6,35.9,2013-14
Zach Randolph,MEM,32,F,78,0.9,2.2,41,36,2013-14
Luke Ridnour,CHA,33,G,60,1,2.2,44.4,34.9,2013-14
Mike Miller,MEM,34,F,82,1,2.2,43.6,35.8,2013-14
Courtney Lee,MEM,28,G,79,0.7,2.2,32.2,36.5,2013-14
LaMarcus Aldridge,POR,28,F,69,0.9,2.2,38.8,35.8,2013-14
Anthony Morrow,NOP,28,G,75,0.8,2.2,35.4,35.7,2013-14
Kenneth Faried,DEN,24,F,80,0.7,2.2,33.1,36.1,2013-14
Anthony Tolliver,CHA,29,F,61,0.7,2.2,33.8,35.6,2013-14
Markieff Morris,PHX,24,F,81,0.7,2.2,34.1,34.4,2013-14
Tristan Thompson,CLE,23,F,82,0.8,2.2,37.3,36,2013-14
Jordan Crawford,GSW,25,G,79,0.7,2.1,30.9,36,2013-14
Chris Bosh,MIA,30,C-F,79,0.7,2.1,32.7,36,2013-14
Kevin Love,MIN,25,F-C,77,0.7,2.1,34.4,35.2,2013-14
Alan Anderson,BKN,31,F-G,76,0.7,2.1,33.8,35.6,2013-14
David West,IND,33,F,80,0.7,2,32.3,34.8,2013-14
Greg Monroe,DET,24,F-C,82,0.8,2,38.7,36.1,2013-14
Manu Ginobili,SAS,36,G,67,0.8,2,37,35.3,2013-14
Spencer Hawes,CLE,26,C,80,0.6,2,31.9,35.5,2013-14
Pablo Prigioni,NYK,37,G,66,0.8,2,41.7,36.6,2013-14
Tayshaun Prince,MEM,34,F,76,0.7,2,35.8,36.1,2013-14
John Salmons,TOR,34,F-G,77,0.7,2,36.6,35.9,2013-14
Alonzo Gee,CLE,27,F,60,0.7,2,37,35.5,2013-14
Mirza Teletovic,BKN,28,F,68,0.7,2,35.3,36.2,2013-14
Patrick Patterson,TOR,25,F,64,0.6,1.9,32.3,34.7,2013-14
Brandon Bass,BOS,29,F,82,0.6,1.9,32.3,36,2013-14
Marcus Thornton,BKN,27,G,71,0.6,1.9,31.3,36.3,2013-14
Channing Frye,PHX,31,F-C,82,0.8,1.9,40.6,35.9,2013-14
J.J. Barea,MIN,30,G,79,0.8,1.9,40.3,35.1,2013-14
Jae Crowder,DAL,23,F,74,0.5,1.8,29.4,36.5,2013-14
Evan Fournier,DEN,21,G,73,0.6,1.8,35.9,36.9,2013-14
Dante Cunningham,MIN,27,F,81,0.6,1.8,35.2,36.1,2013-14
Trevor Booker,WAS,26,F,71,0.5,1.8,29.9,35.2,2013-14
C.J. Watson,IND,30,G,63,0.6,1.8,32.1,36,2013-14
Perry Jones III,OKC,22,F,58,0.5,1.8,27.5,35.4,2013-14
Amir Johnson,TOR,27,F,76,0.6,1.8,36.1,35,2013-14
JJ Hickson,DEN,25,C-F,69,0.6,1.8,33.9,35.7,2013-14
Patty Mills,SAS,25,G,81,0.6,1.7,33.3,35.3,2013-14
Nick Calathes,MEM,25,G,68,0.4,1.7,24.1,36.8,2013-14
Luc Mbah a Moute,MIN,27,F,62,0.7,1.7,42.9,35.2,2013-14
Darrell Arthur,DEN,26,F,68,0.6,1.7,34.2,35.9,2013-14
John Henson,MIL,23,C-F,69,0.6,1.6,33.3,35.3,2013-14
E'Twaun Moore,ORL,25,G,79,0.6,1.6,36.4,36.2,2013-14
Austin Rivers,NOP,21,G,66,0.6,1.6,34.6,35.6,2013-14
Kelly Olynyk,BOS,23,C-F,70,0.5,1.6,33.9,35.6,2013-14
Diante Garrett,UTA,25,G,68,0.5,1.6,29.9,35.4,2013-14
Donatas Motiejunas,HOU,23,F-C,60,0.6,1.6,37.2,35.6,2013-14
Ish Smith,PHX,25,G,66,0.4,1.5,26.7,35,2013-14
Omri Casspi,HOU,26,F,70,0.4,1.5,27.4,36.5,2013-14
Elliot Williams,PHI,25,G,64,0.6,1.5,38.5,35.2,2013-14
Boris Diaw,SAS,32,F,79,0.5,1.5,33.1,35.8,2013-14
Garrett Temple,WAS,28,G,59,0.6,1.5,43,36.4,2013-14
DeAndre Jordan,LAC,25,C,82,0.5,1.4,32.8,36,2013-14
Jason Thompson,SAC,27,F-C,81,0.6,1.4,42.5,35.9,2013-14
Mike Scott,ATL,25,F,79,0.6,1.4,41.8,36.4,2013-14
Phil Pressey,BOS,23,G,74,0.6,1.4,40.8,34.8,2013-14
Andre Drummond,DET,20,C,81,0.5,1.4,35.7,35.3,2013-14
DeMarcus Cousins,SAC,23,C,70,0.5,1.4,33.3,36.1,2013-14
Glen Davis,LAC,28,F-C,68,0.4,1.4,31.5,34.3,2013-14
Derrick Favors,UTA,22,C-F,73,0.5,1.3,39.8,35.8,2013-14
Jeremy Evans,UTA,26,F,64,0.5,1.3,37.6,36.2,2013-14
Marc Gasol,MEM,29,C,58,0.5,1.3,36.8,36.1,2013-14
Jordan Hill,LAL,26,F-C,72,0.4,1.3,34,35.9,2013-14
Cody Zeller,CHA,21,C-F,80,0.4,1.3,33.3,35,2013-14
Amar'e Stoudemire,NYK,31,F-C,64,0.5,1.3,41.5,36.5,2013-14
Marcin Gortat,WAS,30,C,80,0.5,1.3,35.3,36.2,2013-14
Anderson Varejao,CLE,31,C,65,0.3,1.3,26.8,35,2013-14
Jared Sullinger,BOS,22,C-F,74,0.3,1.2,27.2,34.3,2013-14
Ed Davis,MEM,25,F,61,0.5,1.2,40,35.6,2013-14
Jonas Jerebko,DET,27,F,58,0.4,1.2,33.3,36.1,2013-14
Kris Humphries,BOS,29,C-F,68,0.3,1.2,28.8,35.1,2013-14
Lavoy Allen,IND,25,F-C,58,0.4,1.2,31.3,35.3,2013-14
Luis Scola,IND,34,F,81,0.4,1.1,33,33.6,2013-14
Carlos Boozer,CHI,32,F,76,0.3,1.1,28.2,34.5,2013-14
Quincy Acy,SAC,23,F,61,0.4,1.1,38.2,35.8,2013-14
Tony Snell,CHI,22,G,64,0.5,1.1,40.8,35.8,2013-14
Dorell Wright,POR,28,F,67,0.4,1.1,36.5,36.6,2013-14
Andrew Nicholson,ORL,24,F,73,0.4,1.1,38.8,35.1,2013-14
Robin Lopez,POR,26,C,82,0.3,1.1,31.1,34.2,2013-14
Kyle O'Quinn,ORL,24,F,65,0.3,1.1,29.6,34.1,2013-14
Brandan Wright,DAL,26,F,58,0.4,1.1,34.4,34.3,2013-14
Enes Freedom,UTA,22,C,80,0.4,1.1,39.3,35.8,2013-14
Andray Blatche,BKN,27,C-F,72,0.3,1,32,33.3,2013-14
Pau Gasol,LAL,33,C-F,60,0.3,1,31.1,36.4,2013-14
Dwight Howard,HOU,28,C-F,71,0.4,1,37.5,36.7,2013-14
Chris Andersen,MIA,35,F-C,72,0.2,1,24.6,35.6,2013-14
Mason Plumlee,BKN,24,F-C,68,0.4,0.9,45.3,34.1,2013-14
Timofey Mozgov,DEN,27,C,82,0.4,0.9,40,36.1,2013-14
Thomas Robinson,POR,23,F,67,0.3,0.9,36.1,34.8,2013-14
Nick Collison,OKC,33,F-C,80,0.4,0.9,40.3,35.7,2013-14
Jonas Valanciunas,TOR,22,C,80,0.3,0.9,32.9,35,2013-14
Robert Sacre,LAL,25,C,64,0.4,0.9,46.4,35.4,2013-14
Tiago Splitter,SAS,29,C,59,0.4,0.9,43.1,36.6,2013-14
Kendrick Perkins,OKC,29,C,62,0.3,0.8,39.6,35.3,2013-14
Tyler Zeller,CLE,24,C-F,69,0.3,0.8,34.5,33.4,2013-14
Al Jefferson,CHA,29,C,72,0.3,0.8,38.6,33.6,2013-14
Roy Hibbert,IND,27,C,81,0.3,0.8,36.1,34.7,2013-14
Andrew Bogut,GSW,29,C,66,0.2,0.7,29.2,34.8,2013-14
Elton Brand,ATL,35,F,71,0.3,0.7,43.1,34,2013-14
Steven Adams,OKC,20,C,78,0.3,0.7,50,35.7,2013-14
Tyler Hansbrough,TOR,28,F-C,61,0.3,0.7,39,36.5,2013-14
Miles Plumlee,PHX,25,C-F,80,0.3,0.7,42.3,35.2,2013-14
DeJuan Blair,DAL,25,C-F,75,0.3,0.6,45.8,34.7,2013-14
Jeff Ayres,SAS,27,C-F,71,0.2,0.6,34.1,33.1,2013-14
Tim Duncan,SAS,38,F,74,0.2,0.6,26.7,34.7,2013-14
Marreese Speights,GSW,26,F-C,75,0.2,0.6,31.7,36.5,2013-14
Kosta Koufos,MEM,25,C,79,0.2,0.5,42.9,33.1,2013-14
Ian Mahinmi,IND,27,C,77,0.3,0.5,48.8,34.9,2013-14
Samuel Dalembert,DAL,34,C,80,0.2,0.5,36.1,35.3,2013-14
Bismack Biyombo,CHA,21,C-F,74,0.1,0.4,29,29.8,2013-14
Nazr Mohammed,CHI,36,C,71,0.1,0.2,28.6,34.7,2013-14
Rudy Gobert,UTA,26,C,55,1.4,3.5,39,36,2017-18
