Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Corey Brewer,HOU,30,G-F,82,281,602,46.7,44,2015-16
Raul Neto,UTA,24,G,81,258,552,46.7,43.6,2015-16
Trey Lyles,UTA,20,F,76,245,525,46.7,45.3,2015-16
Nemanja Bjelica,MIN,28,F,60,228,488,46.7,45,2015-16
Nikola Jokic,DEN,21,C,79,358,765,46.8,47.6,2015-16
Wayne Ellington,BKN,28,G,76,223,476,46.8,43.4,2015-16
Tyler Zeller,BOS,26,C-F,58,168,359,46.8,47.1,2015-16
James Harden,HOU,26,G,82,512,1090,47,44.6,2015-16
Tobias Harris,DET,23,F,75,393,834,47.1,45,2015-16
Luol Deng,MIA,31,F,74,388,824,47.1,45.2,2015-16
Jared Sullinger,BOS,24,C-F,80,382,811,47.1,47.6,2015-16
Robin Lopez,NYK,28,C,82,506,1071,47.2,47.8,2015-16
Evan Fournier,ORL,23,G-F,78,346,733,47.2,44.1,2015-16
Kosta Koufos,SAC,27,C,77,342,725,47.2,46.6,2015-16
Gary Harris,DEN,21,G,76,328,695,47.2,44.2,2015-16
Nerlens Noel,PHI,22,F-C,67,395,834,47.4,47.5,2015-16
Darren Collison,SAC,28,G,73,295,623,47.4,43.5,2015-16
Omri Casspi,SAC,28,F,68,287,606,47.4,44.6,2015-16
Thaddeus Young,BKN,28,F,73,428,901,47.5,45.9,2015-16
Dwight Howard,HOU,30,C,70,402,846,47.5,46.7,2015-16
Larry Nance Jr.,LAL,23,F,63,201,423,47.5,46.2,2015-16
Karl-Anthony Towns,MIN,20,C-F,82,523,1099,47.6,47.4,2015-16
Jonas Valanciunas,TOR,24,C,59,331,696,47.6,47.4,2015-16
Channing Frye,CLE,33,F,68,230,483,47.6,46.1,2015-16
D'Angelo Russell,LAL,20,G,79,382,799,47.8,43.8,2015-16
Matt Barnes,MEM,36,F,76,361,755,47.8,44.4,2015-16
Thomas Robinson,BKN,25,F,67,172,360,47.8,46.6,2015-16
Devin Booker,PHX,19,G,73,329,687,47.9,43.7,2015-16
D.J. Augustin,DEN,28,G,62,160,334,47.9,42.9,2015-16
Reggie Jackson,DET,26,G,79,422,880,48,44.4,2015-16
Joffrey Lauvergne,DEN,24,C-F,58,200,417,48,46,2015-16
Ish Smith,PHI,27,G,73,393,817,48.1,44,2015-16
Shabazz Muhammad,MIN,23,F,82,228,474,48.1,43.6,2015-16
Otto Porter Jr.,WAS,23,F,75,330,684,48.2,44,2015-16
Brandon Bass,LAL,31,F,64,238,494,48.2,46.1,2015-16
Ian Mahinmi,IND,29,C,71,367,760,48.3,46.7,2015-16
T.J. McConnell,PHI,24,G,79,241,499,48.3,43.3,2015-16
Jon Leuer,PHX,27,F,66,260,535,48.6,45.3,2015-16
Jason Smith,ORL,30,F-C,75,236,486,48.6,46.5,2015-16
Jordan Clarkson,LAL,24,G,79,421,865,48.7,44.5,2015-16
Mirza Teletovic,PHX,30,F,78,337,692,48.7,44.9,2015-16
Cole Aldrich,LAC,27,C,58,208,427,48.7,46,2015-16
Donald Sloan,BKN,28,G,59,220,451,48.8,43.3,2015-16
Luis Scola,TOR,36,F,75,279,569,49,46,2015-16
Zach Randolph,MEM,34,F,68,338,688,49.1,47.3,2015-16
Rashad Vaughn,MIL,19,G,67,155,316,49.1,43.6,2015-16
Zaza Pachulia,DAL,32,C,76,434,883,49.2,47.7,2015-16
Jordan Hill,IND,28,C,73,367,745,49.3,47,2015-16
Roy Hibbert,LAL,29,C,81,447,904,49.4,47.7,2015-16
Kyle Singler,OKC,28,F,64,172,348,49.4,44.9,2015-16
Julius Randle,LAL,21,F,81,453,913,49.6,46.1,2015-16
Greg Monroe,MIL,26,C-F,79,444,896,49.6,47.4,2015-16
Omer Asik,NOP,29,C,67,263,530,49.6,48.6,2015-16
Aron Baynes,DET,29,C-F,80,297,597,49.7,47.3,2015-16
Gorgui Dieng,MIN,26,C-F,82,435,873,49.8,47.1,2015-16
Kevin Love,CLE,27,F,77,514,1028,50,46.5,2015-16
Andre Drummond,DET,22,C,81,558,1111,50.2,48.6,2015-16
Jabari Parker,MIL,21,F,76,452,900,50.2,45,2015-16
Mason Plumlee,POR,26,C-F,82,449,889,50.5,48.5,2015-16
Jason Terry,HOU,38,G,71,204,404,50.5,43.7,2015-16
Bojan Bogdanovic,BKN,27,G-F,79,360,710,50.7,44,2015-16
Ersan Ilyasova,ORL,29,F,74,347,683,50.8,45.7,2015-16
Tyson Chandler,PHX,33,C,66,319,622,51.3,47.5,2015-16
Kenneth Faried,DEN,26,F,67,345,667,51.7,46.5,2015-16
O.J. Mayo,MIL,27,G,70,178,499,35.7,43,2014-15
Tony Allen,MEM,33,F-G,63,172,464,37.1,44,2014-15
Shaun Livingston,GSW,29,G,77,193,505,38.2,42.5,2014-15
CJ McCollum,POR,23,G,60,134,348,38.5,42.6,2014-15
Draymond Green,GSW,25,F,79,425,1099,38.7,45.4,2014-15
Otto Porter Jr.,WAS,22,F,73,159,409,38.9,42.7,2014-15
Trevor Booker,UTA,27,F,78,213,546,39,44.6,2014-15
Devin Harris,DAL,32,G,76,193,492,39.2,42.9,2014-15
Hollis Thompson,PHI,24,G-F,71,212,540,39.3,43.3,2014-15
CJ Miles,IND,28,G,69,208,526,39.5,43.4,2014-15
Matt Bonner,SAS,35,C-F,65,147,372,39.5,44.5,2014-15
Andre Miller,SAC,39,G,77,167,420,39.8,42.3,2014-15
Dwyane Wade,MIA,33,G,61,186,465,40,43.6,2014-15
Andre Roberson,OKC,23,G,67,185,462,40,44.4,2014-15
Serge Ibaka,OKC,25,F,64,401,999,40.1,46.2,2014-15
Khris Middleton,MIL,23,G-F,78,290,719,40.3,43.9,2014-15
Jeff Teague,ATL,27,G,73,240,595,40.3,42.7,2014-15
Jason Terry,HOU,37,G,76,198,491,40.3,43.2,2014-15
Jerryd Bayless,MIL,26,G,76,207,512,40.4,42.8,2014-15
KJ McDaniels,HOU,22,G-F,59,182,450,40.4,44.2,2014-15
Isaiah Thomas,BOS,26,G,67,181,447,40.5,42.3,2014-15
Paul Pierce,WAS,37,F,73,263,647,40.6,44,2014-15
Anthony Davis,NOP,22,F-C,68,402,988,40.7,46,2014-15
Mike Dunleavy,CHI,34,F,63,207,509,40.7,43.8,2014-15
Tony Snell,CHI,23,F,66,183,449,40.8,43.5,2014-15
Brian Roberts,CHA,29,G,71,179,437,41,42.6,2014-15
Josh Smith,HOU,29,F,83,427,1040,41.1,45.9,2014-15
Jonas Jerebko,BOS,28,F,74,200,487,41.1,44.7,2014-15
Jodie Meeks,DET,27,G,60,166,404,41.1,42.2,2014-15
Kemba Walker,CHA,25,G,62,338,818,41.3,43.3,2014-15
Wayne Ellington,LAL,27,G,65,204,494,41.3,43,2014-15
Quincy Acy,NYK,24,F,65,165,400,41.3,45.2,2014-15
Wesley Matthews,POR,28,G,60,242,584,41.4,43.7,2014-15
Norris Cole,NOP,26,G,74,186,448,41.5,43.3,2014-15
Stephen Curry,GSW,27,G,80,326,783,41.6,43.1,2014-15
Andrew Bogut,GSW,30,C,67,303,729,41.6,47.7,2014-15
Klay Thompson,GSW,25,G,77,317,760,41.7,43.4,2014-15
Taj Gibson,CHI,30,F,62,286,686,41.7,45.8,2014-15
Mario Chalmers,MIA,29,G,79,275,660,41.7,43.5,2014-15
Roy Hibbert,IND,28,C,76,348,833,41.8,47.2,2014-15
Monta Ellis,DAL,29,G,80,352,841,41.9,43.2,2014-15
Derrick Favors,UTA,23,F,74,397,946,42,46.6,2014-15
Joakim Noah,CHI,30,C,67,392,934,42,46.6,2014-15
Andre Iguodala,GSW,31,G-F,77,245,583,42,43.6,2014-15
Cory Joseph,SAS,23,G,74,215,512,42,43.2,2014-15
Gerald Henderson,CHA,27,G-F,80,293,694,42.2,43.2,2014-15
James Harden,HOU,25,G,80,412,974,42.3,44.4,2014-15
Arron Afflalo,POR,29,G,78,309,730,42.3,43.6,2014-15
Joe Ingles,UTA,27,G-F,76,186,440,42.3,43.4,2014-15
Chris Paul,LAC,30,G,82,323,761,42.4,43.8,2014-15
Iman Shumpert,CLE,25,G,60,212,500,42.4,43.4,2014-15
Jon Leuer,MEM,26,F,60,132,311,42.4,44.6,2014-15
Kyle Korver,ATL,34,G,75,365,858,42.5,43.4,2014-15
Jarrett Jack,BKN,31,G,79,334,786,42.5,43,2014-15
Luc Mbah a Moute,PHI,28,F,67,307,722,42.5,45.3,2014-15
Manu Ginobili,SAS,37,G,70,137,322,42.5,44.5,2014-15
Jason Maxiell,CHA,32,F,60,135,318,42.5,46.2,2014-15
Marvin Williams,CHA,29,F,78,283,665,42.6,44.9,2014-15
Kent Bazemore,ATL,25,G,72,199,467,42.6,43,2014-15
Matt Barnes,LAC,35,F,76,357,837,42.7,44.2,2014-15
James Johnson,TOR,28,F,69,223,522,42.7,43.4,2014-15
J.J. Barea,DAL,31,G,73,160,375,42.7,42.7,2014-15
Lance Thomas,NYK,27,F,58,132,309,42.7,44,2014-15
Aaron Brooks,CHI,30,G,82,268,626,42.8,42.5,2014-15
JR Smith,CLE,29,G-F,70,236,551,42.8,43.4,2014-15
Vince Carter,MEM,38,G-F,63,133,311,42.8,43.5,2014-15
Rudy Gobert,UTA,23,C,82,405,944,42.9,47.1,2014-15
Matthew Dellavedova,CLE,24,G,65,211,492,42.9,42.7,2014-15
Pero Antic,ATL,32,F-C,62,151,352,42.9,46.2,2014-15
Ramon Sessions,WAS,29,G,63,150,350,42.9,42.6,2014-15
Eric Bledsoe,PHX,25,G,81,427,992,43,43.7,2014-15
Danny Green,SAS,28,G-F,81,355,823,43.1,43.6,2014-15
John Wall,WAS,24,G,79,343,795,43.1,43.3,2014-15
Corey Brewer,HOU,29,G-F,79,266,617,43.1,43.4,2014-15
Kirk Hinrich,CHI,34,G,66,231,536,43.1,42.8,2014-15
Brandon Knight,PHX,23,G,62,250,579,43.2,43.1,2014-15
Nicolas Batum,POR,26,F,71,314,725,43.3,44.3,2014-15
Rodney Stuckey,IND,29,G,71,244,563,43.3,43.2,2014-15
Al Horford,ATL,29,C-F,76,385,888,43.4,46.1,2014-15
Tobias Harris,ORL,22,F,68,321,739,43.4,44.4,2014-15
Kawhi Leonard,SAS,24,F,64,249,574,43.4,44.6,2014-15
Marcus Smart,BOS,21,G,66,239,551,43.4,42.8,2014-15
Jerami Grant,PHI,21,F,64,209,482,43.4,43.5,2014-15
Carl Landry,SAC,31,F,68,180,415,43.4,45.8,2014-15
Rudy Gay,SAC,28,F,68,333,765,43.5,44.5,2014-15
Mo Williams,CHA,32,G,67,291,669,43.5,43.2,2014-15
Kendrick Perkins,CLE,30,C,68,206,474,43.5,46.4,2014-15
Kyle Lowry,TOR,29,G,70,328,753,43.6,43.8,2014-15
Cody Zeller,CHA,22,F-C,62,268,614,43.6,46,2014-15
Eric Gordon,NOP,26,G,61,213,488,43.6,43.5,2014-15
Aron Baynes,SAS,28,C-F,69,203,466,43.6,46.3,2014-15
JaKarr Sampson,PHI,22,G-F,72,195,447,43.6,43.3,2014-15
Ben McLemore,SAC,22,G,82,397,908,43.7,43.6,2014-15
P.J. Tucker,PHX,30,F-G,78,336,769,43.7,44.9,2014-15
Goran Dragic,MIA,29,G,78,327,748,43.7,43.1,2014-15
Rasual Butler,WAS,36,F,69,242,554,43.7,42.9,2014-15
Kris Humphries,WAS,30,F,62,225,515,43.7,44.7,2014-15
Nik Stauskas,SAC,21,G,70,193,442,43.7,42.3,2014-15
Jamal Crawford,LAC,35,G,64,165,378,43.7,42.7,2014-15
Mike Scott,ATL,26,F,67,156,357,43.7,44,2014-15
Marc Gasol,MEM,30,C,81,429,980,43.8,47.1,2014-15
Dion Waiters,OKC,23,G,79,300,685,43.8,43.6,2014-15
Solomon Hill,IND,24,F,82,350,797,43.9,43.8,2014-15
John Henson,MIL,24,C-F,66,260,592,43.9,45.9,2014-15
D.J. Augustin,OKC,27,G,82,254,579,43.9,42.4,2014-15
JJ Redick,LAC,31,G,78,339,771,44,44,2014-15
Bojan Bogdanovic,BKN,26,G-F,77,262,596,44,43.4,2014-15
Rajon Rondo,DAL,29,G,67,237,539,44,44,2014-15
Marcin Gortat,WAS,31,C,82,494,1120,44.1,46.9,2014-15
Giannis Antetokounmpo,MIL,20,F,80,351,796,44.1,44.3,2014-15
Marcus Morris Sr.,PHX,25,F,81,310,703,44.1,44,2014-15
Shane Larkin,NYK,22,G,75,266,603,44.1,42.7,2014-15
Jae Crowder,BOS,24,F,80,253,574,44.1,44,2014-15
Lou Williams,TOR,28,G,80,245,556,44.1,42.2,2014-15
Alan Anderson,BKN,32,G-F,73,234,531,44.1,43.5,2014-15
Jeff Green,MEM,28,F,78,353,799,44.2,44.3,2014-15
Steve Blake,POR,35,G,80,239,541,44.2,42.6,2014-15
Dennis Schroder,ATL,21,G,75,182,412,44.2,42.6,2014-15
Luol Deng,MIA,30,F,71,389,879,44.3,44.4,2014-15
Wilson Chandler,DEN,28,F,78,380,857,44.3,44.6,2014-15
Bradley Beal,WAS,22,G,63,289,653,44.3,43.4,2014-15
LeBron James,CLE,30,F,68,238,537,44.3,44.5,2014-15
Kevin Seraphin,WAS,25,C,77,219,494,44.3,46.2,2014-15
LaMarcus Aldridge,POR,29,F,71,439,988,44.4,46.2,2014-15
Evan Turner,BOS,26,G-F,82,362,816,44.4,43.9,2014-15
Steven Adams,OKC,21,C,70,360,811,44.4,47.4,2014-15
Spencer Hawes,LAC,27,F-C,73,253,570,44.4,45.6,2014-15
Michael Carter-Williams,MIL,23,G,66,266,598,44.5,43.8,2014-15
Tim Duncan,SAS,39,F,77,450,1010,44.6,47.1,2014-15
DeMarcus Cousins,SAC,24,C,59,385,864,44.6,47.2,2014-15
Al-Farouq Aminu,DAL,24,F,72,233,523,44.6,44.4,2014-15
Tony Parker,SAS,33,G,68,226,506,44.7,43.8,2014-15
Mike Conley,MEM,27,G,70,337,752,44.8,43.2,2014-15
Kosta Koufos,MEM,26,C,81,232,518,44.8,47,2014-15
Avery Bradley,BOS,24,G,77,289,644,44.9,43.1,2014-15
Richard Jefferson,DAL,35,F,69,193,430,44.9,44.2,2014-15
Bismack Biyombo,CHA,22,C-F,64,213,473,45,47.8,2014-15
Tyreke Evans,NOP,25,G-F,79,373,827,45.1,43.9,2014-15
Luis Scola,IND,35,F,80,238,528,45.1,44.9,2014-15
Trey Burke,UTA,22,G,76,313,692,45.2,43.5,2014-15
Jameer Nelson,DEN,33,G,63,210,465,45.2,43,2014-15
DeMarre Carroll,ATL,28,F,70,358,790,45.3,44.2,2014-15
Harrison Barnes,GSW,23,F,82,346,763,45.3,44.3,2014-15
Joe Johnson,BKN,34,F-G,80,342,755,45.3,43.9,2014-15
Kevin Love,CLE,26,F,74,460,1014,45.4,46.1,2014-15
Nikola Mirotic,CHI,24,F,80,295,650,45.4,44.5,2014-15
Deron Williams,BKN,31,G,68,275,606,45.4,43.3,2014-15
Greivis Vasquez,TOR,28,G,82,263,579,45.4,43.1,2014-15
Anthony Morrow,OKC,29,G,74,237,522,45.4,43.3,2014-15
Tayshaun Prince,DET,35,F,58,191,421,45.4,44,2014-15
Pau Gasol,CHI,34,F-C,78,513,1127,45.5,48,2014-15
Patrick Patterson,TOR,26,F,81,362,795,45.5,44.5,2014-15
Reggie Jackson,DET,25,G,77,353,775,45.5,43.7,2014-15
Jeremy Lin,LAL,26,G,74,308,677,45.5,43.5,2014-15
Gordon Hayward,UTA,25,F,76,277,609,45.5,44.5,2014-15
Lavoy Allen,IND,26,F-C,61,197,433,45.5,45.9,2014-15
Blake Griffin,LAC,26,F,67,405,889,45.6,46.1,2014-15
Damian Lillard,POR,24,G,82,394,864,45.6,43.7,2014-15
Jared Sullinger,BOS,23,F,58,283,620,45.6,45.8,2014-15
Chandler Parsons,DAL,26,F,66,262,574,45.6,43.9,2014-15
Damjan Rudez,IND,29,F,64,139,305,45.6,42.8,2014-15
Donatas Motiejunas,HOU,24,F-C,70,376,822,45.7,45.9,2014-15
Courtney Lee,MEM,29,G,77,310,679,45.7,43.4,2014-15
Jason Smith,NYK,29,F-C,81,309,676,45.7,45.9,2014-15
Beno Udrih,MEM,32,G,79,264,578,45.7,43,2014-15
Robin Lopez,POR,27,C,59,352,769,45.8,47.9,2014-15
Kelly Olynyk,BOS,24,C-F,64,299,653,45.8,45.7,2014-15
Robert Covington,PHI,24,F,69,275,601,45.8,44.4,2014-15
Gerald Green,PHX,29,G-F,71,207,452,45.8,43.1,2014-15
Joey Dorsey,HOU,31,C-F,62,178,389,45.8,46.5,2014-15
Jusuf Nurkic,DEN,20,C,62,242,527,45.9,47.2,2014-15
Jared Dudley,MIL,29,F-G,71,241,525,45.9,44,2014-15
Caron Butler,DET,35,F,78,223,486,45.9,44.2,2014-15
Alex Len,PHX,22,C,69,346,752,46,47,2014-15
Kentavious Caldwell-Pope,DET,22,G,82,336,730,46,43.6,2014-15
Zaza Pachulia,MIL,31,C,72,327,711,46,47.3,2014-15
Evan Fournier,ORL,22,G,58,179,389,46,43.5,2014-15
Brandan Wright,PHX,27,F,75,286,621,46.1,45.9,2014-15
Ian Mahinmi,IND,28,C,60,245,531,46.1,45.8,2014-15
Leandro Barbosa,GSW,32,G,65,111,241,46.1,42.4,2014-15
DeAndre Jordan,LAC,26,C,82,560,1211,46.2,47.2,2014-15
Carlos Boozer,LAL,33,F,71,256,554,46.2,46,2014-15
Brook Lopez,BKN,27,C,72,479,1035,46.3,47.4,2014-15
Markieff Morris,PHX,25,F,82,418,902,46.3,46.1,2014-15
Russell Westbrook,OKC,26,G,67,234,505,46.3,44.3,2014-15
Nene,WAS,32,F-C,67,271,584,46.4,45.9,2014-15
Nick Collison,OKC,34,F,66,212,457,46.4,44.9,2014-15
Glen Davis,LAC,29,F-C,68,154,332,46.4,45.6,2014-15
Terrence Ross,TOR,24,F-G,82,347,746,46.5,43.6,2014-15
Kyle Singler,OKC,27,F,78,306,658,46.5,44.4,2014-15
Dante Exum,UTA,19,G,82,266,572,46.5,43.6,2014-15
Amir Johnson,TOR,28,F,75,387,830,46.6,46,2014-15
Ty Lawson,DEN,27,G,75,311,668,46.6,43.3,2014-15
David West,IND,34,F,66,284,609,46.6,45.4,2014-15
Alexis Ajinca,NOP,27,C,62,213,457,46.6,46.6,2014-15
Lance Stephenson,CHA,24,G,59,183,393,46.6,43.7,2014-15
Boris Diaw,SAS,33,C-F,81,379,811,46.7,45.1,2014-15
Brandon Bass,BOS,30,F-C,81,325,696,46.7,45.4,2014-15
Chase Budinger,MIN,27,F,63,202,433,46.7,43.5,2014-15
Tyler Zeller,BOS,25,C-F,82,401,856,46.8,47.8,2014-15
Jimmy Butler,CHI,25,G-F,65,341,729,46.8,44,2014-15
Amar'e Stoudemire,DAL,32,C-F,58,236,504,46.8,47.8,2014-15
Derrick Williams,SAC,24,F,72,233,498,46.8,43.7,2014-15
Nerlens Noel,PHI,21,C-F,75,446,951,46.9,46.8,2014-15
Kyrie Irving,CLE,23,G,74,378,804,47,43.6,2014-15
Andre Drummond,DET,21,C,82,496,1053,47.1,47.6,2014-15
Jonas Valanciunas,TOR,23,C,80,425,903,47.1,47.5,2014-15
Wesley Johnson,LAL,27,F,76,309,656,47.1,44.5,2014-15
Andrew Wiggins,MIN,20,F-G,81,473,1001,47.3,44.1,2014-15
Tristan Thompson,CLE,24,C-F,81,432,911,47.4,46,2014-15
DeMar DeRozan,TOR,25,G,60,252,532,47.4,44.3,2014-15
Austin Rivers,LAC,22,G,76,220,464,47.4,43.1,2014-15
Jordan Clarkson,LAL,23,G,59,230,484,47.5,43,2014-15
Victor Oladipo,ORL,23,G,72,386,811,47.6,43.7,2014-15
Dante Cunningham,NOP,28,F,66,255,536,47.6,44.6,2014-15
Marco Belinelli,SAS,29,F-G,61,162,340,47.6,43.9,2014-15
Tyson Chandler,DAL,32,C,74,518,1086,47.7,47,2014-15
Ed Davis,LAL,26,F,79,382,801,47.7,46,2014-15
Timofey Mozgov,CLE,28,C,81,505,1057,47.8,47.4,2014-15
Paul Millsap,ATL,30,F,73,489,1024,47.8,45.4,2014-15
Thaddeus Young,BKN,27,F,75,413,864,47.8,45.4,2014-15
Danilo Gallinari,DEN,26,F,59,233,487,47.8,44.2,2014-15
Elfrid Payton,ORL,21,G,82,380,794,47.9,43,2014-15
Pablo Prigioni,HOU,38,G,65,169,353,47.9,43,2014-15
Zach Randolph,MEM,33,F,71,389,811,48,46.1,2014-15
Charlie Villanueva,DAL,30,F,58,134,279,48,44.7,2014-15
Jason Thompson,SAC,28,F,81,365,759,48.1,46.9,2014-15
Omri Casspi,SAC,27,F,66,207,430,48.1,43.8,2014-15
Greg Monroe,DET,25,F-C,69,423,877,48.2,46.9,2014-15
Dirk Nowitzki,DAL,37,F,77,418,867,48.2,46,2014-15
James Ennis III,MIA,24,F,58,149,309,48.2,43.2,2014-15
Kenneth Faried,DEN,25,F,75,412,853,48.3,46.3,2014-15
JJ Hickson,DEN,26,F-C,73,303,627,48.3,46.4,2014-15
Henry Sims,PHI,25,C,72,249,515,48.3,46.4,2014-15
Tim Hardaway Jr.,NYK,23,G,68,261,539,48.4,43.6,2014-15
Marreese Speights,GSW,27,C-F,76,275,567,48.5,46.8,2014-15
Ray McCallum,SAC,24,G,66,230,474,48.5,43.2,2014-15
Chris Kaman,POR,33,C,74,312,642,48.6,47.1,2014-15
Luke Babbitt,NOP,26,F,62,158,324,48.8,43.9,2014-15
Ryan Anderson,NOP,27,F,61,295,603,48.9,45.6,2014-15
Robert Sacre,LAL,26,C,64,235,481,48.9,46.7,2014-15
Nikola Vucevic,ORL,24,C,74,503,1026,49,47.1,2014-15
Trevor Ariza,HOU,29,F,81,365,745,49,44.5,2014-15
Anthony Tolliver,DET,30,F,72,267,542,49.3,44.9,2014-15
Miles Plumlee,MIL,26,C-F,71,292,588,49.7,46.7,2014-15
Zach LaVine,MIN,20,G,74,283,568,49.8,43.3,2014-15
Cole Aldrich,NYK,26,C,58,237,476,49.8,47.3,2014-15
Tyler Hansbrough,TOR,29,F-C,71,180,359,50.1,45.9,2014-15
Enes Freedom,OKC,23,C,75,448,892,50.2,46.9,2014-15
Omer Asik,NOP,28,C,76,461,916,50.3,48.1,2014-15
Tarik Black,LAL,23,C-F,62,258,513,50.3,46.3,2014-15
Shawne Williams,DET,29,F,60,196,386,50.8,45.5,2014-15
Channing Frye,ORL,32,F,75,458,894,51.2,46.3,2014-15
Al Jefferson,CHA,30,C,65,421,822,51.2,47.6,2014-15
Mason Plumlee,BKN,25,C-F,78,366,714,51.3,47.2,2014-15
Gorgui Dieng,MIN,25,C,72,496,958,51.8,46.9,2014-15
Udonis Haslem,MIA,35,F,60,199,378,52.6,46.1,2014-15
Jordan Hill,LAL,27,C,70,461,874,52.7,47.2,2014-15
Nick Calathes,MEM,25,G,68,118,338,34.9,43,2013-14
Perry Jones III,OKC,22,F,58,115,296,38.9,44.5,2013-14
Kawhi Leonard,SAS,23,F-G,66,246,623,39.5,45.2,2013-14
Kevin Durant,OKC,25,F,81,369,926,39.8,45.1,2013-14
C.J. Watson,IND,30,G,63,142,356,39.9,42.8,2013-14
Shaun Livingston,BKN,28,G,75,241,598,40.3,43.9,2013-14
Jordan Crawford,GSW,25,G,79,190,471,40.3,43.2,2013-14
Patty Mills,SAS,25,G,81,185,458,40.4,42.8,2013-14
Paul George,IND,24,F-G,80,397,979,40.6,45,2013-14
Klay Thompson,GSW,24,G,80,367,897,40.9,44.5,2013-14
Lance Stephenson,IND,23,G,78,296,724,40.9,44.2,2013-14
Bismack Biyombo,CHA,21,C-F,74,168,410,41,46.3,2013-14
Jae Crowder,DAL,23,F,74,146,356,41,44.3,2013-14
Jimmy Butler,CHI,24,G-F,67,322,779,41.3,44.7,2013-14
Mike Dunleavy,CHI,33,F,82,291,704,41.3,44.1,2013-14
Victor Oladipo,ORL,22,G,80,376,908,41.4,43.6,2013-14
James Harden,HOU,24,G,73,369,891,41.4,44.7,2013-14
David West,IND,33,F,80,314,757,41.5,46.3,2013-14
Gerald Green,PHX,28,G-F,82,300,723,41.5,44.3,2013-14
Kemba Walker,CHA,24,G,72,408,979,41.7,43.4,2013-14
Taj Gibson,CHI,29,F-C,82,405,972,41.7,45.9,2013-14
Gerald Henderson,CHA,26,G,76,288,690,41.7,44.7,2013-14
Roy Hibbert,IND,27,C,81,474,1134,41.8,47.7,2013-14
Tiago Splitter,SAS,29,C,59,213,508,41.9,47.2,2013-14
Draymond Green,GSW,24,F,79,340,810,42,45.6,2013-14
Jamal Crawford,LAC,34,G,69,216,514,42,44.4,2013-14
Stephen Curry,GSW,26,G,77,314,746,42.1,44.2,2013-14
Thabo Sefolosha,OKC,30,G,60,214,507,42.2,44.9,2013-14
Kendrick Perkins,OKC,29,C,62,196,465,42.2,47.5,2013-14
Bradley Beal,WAS,21,G,72,340,803,42.3,43.8,2013-14
Giannis Antetokounmpo,MIL,19,G-F,75,259,612,42.3,44.4,2013-14
Jarrett Jack,CLE,30,G,80,310,731,42.4,43.3,2013-14
Kirk Hinrich,CHI,33,G,73,291,686,42.4,43.8,2013-14
Matt Barnes,LAC,34,F,63,275,648,42.4,45.2,2013-14
Joakim Noah,CHI,29,C,80,529,1246,42.5,47,2013-14
Deron Williams,BKN,30,G,64,271,638,42.5,43,2013-14
Courtney Lee,MEM,28,G,79,240,565,42.5,44.4,2013-14
Greivis Vasquez,TOR,27,G,78,212,499,42.5,43.6,2013-14
Jeff Teague,ATL,26,G,78,289,679,42.6,43.3,2013-14
Ian Mahinmi,IND,27,C,77,243,571,42.6,46.3,2013-14
Anthony Davis,NOP,21,F-C,66,393,921,42.7,46.4,2013-14
Vince Carter,DAL,37,G-F,81,279,654,42.7,45.1,2013-14
Ed Davis,MEM,25,F,61,158,370,42.7,46.3,2013-14
Jeremy Lin,HOU,25,G,71,360,842,42.8,44,2013-14
Isaiah Thomas,SAC,25,G,71,335,783,42.8,43.6,2013-14
George Hill,IND,28,G,76,360,839,42.9,44.1,2013-14
Wilson Chandler,DEN,27,F,62,294,685,42.9,45.9,2013-14
Dion Waiters,CLE,22,G,70,277,645,42.9,44,2013-14
Omri Casspi,HOU,26,F,70,204,475,42.9,45,2013-14
John Salmons,TOR,34,F-G,77,202,471,42.9,44.5,2013-14
Diante Garrett,UTA,25,G,68,139,324,42.9,43.6,2013-14
Garrett Temple,WAS,28,G,59,102,238,42.9,43.5,2013-14
Shawn Marion,DAL,36,F,76,347,805,43.1,45.9,2013-14
Luis Scola,IND,34,F,81,211,489,43.1,46.2,2013-14
Brian Roberts,NOP,28,G,72,217,502,43.2,44.2,2013-14
Darrell Arthur,DEN,26,F,68,213,493,43.2,45.8,2013-14
Tony Wroten,PHI,21,G,70,193,447,43.2,43.6,2013-14
Terrence Ross,TOR,23,F,80,316,729,43.3,44.5,2013-14
Danny Green,SAS,27,G-F,68,289,668,43.3,45,2013-14
Nazr Mohammed,CHI,36,C,71,93,215,43.3,46.5,2013-14
Robin Lopez,POR,26,C,82,571,1315,43.4,47.8,2013-14
LeBron James,MIA,29,F,77,317,731,43.4,44.9,2013-14
Chandler Parsons,HOU,25,F,74,355,817,43.5,44.9,2013-14
Jared Dudley,LAC,28,F,73,283,650,43.5,44.9,2013-14
Raymond Felton,NYK,30,G,65,272,625,43.5,43.7,2013-14
D.J. Augustin,CHI,26,G,68,232,533,43.5,42.6,2013-14
Kyrie Irving,CLE,22,G,71,335,768,43.6,43.3,2013-14
Gordon Hayward,UTA,24,G-F,77,295,676,43.6,44.6,2013-14
Maurice Harkless,ORL,21,F,80,276,633,43.6,44.4,2013-14
Kyle O'Quinn,ORL,24,F,65,219,502,43.6,46.1,2013-14
Kyle Lowry,TOR,28,G,77,360,824,43.7,43.9,2013-14
