BLK,DWS,DBPM,DRtg,DRB,DFG_PCT,charges,Deflections,def_LB,Height,Weight,Position,vote_getter,Share,MP,w_L_pct,Player,Season,DFGA,DPOY,STL
13,1.5,-0.5,117,144,46.4,10,106,18,73,172,G,No,0,1986,0.524,dennis schroder,2022-23,800,0,53
48,2,-0.7,116,245,45.8,5,126,29,74,195,G,No,0,2241,0.463,kyrie irving,2022-23,803,0,66
80,2.2,-0.3,116,285,46,0,137,19,79,230,F,No,0,2380,0.329,pj washington,2022-23,983,0,66
80,2.2,-0.3,116,285,46,0,137,19,79,230,F,No,0,2380,0.329,pj washington,2022-23,983,0,66
27,3.4,-0.2,111,381,46.2,1,138,23,78,223,G,No,0,2405,0.695,jaylen brown,2022-23,863,0,74
104,3.3,0.1,105,445,45.5,0,53,30,82,235,C,No,0,2010,0.707,serge ibaka,2018-19,1125,0,30
94,3.7,3.5,106,644,44.6,1,115,25,83,242,F,Yes,0.116,2204,0.622,giannis antetokounmpo,2021-22,926,0,74
68,3,1.5,113,270,46,0,244,39,78,195,G,No,0,2416,0.488,shai gilgeousalexander,2022-23,996,0,109
82,4,1,108,445,47.3,4,102,21,81,243,C,No,0,2220,0.622,jarrett allen,2022-23,1086,0,54
67,4.5,4.5,105,813,48,2,211,19,83,284,C,No,0,2476,0.585,nikola jokic,2021-22,1578,0,111
29,2.6,0.3,113,314,46.3,3,119,21,77,220,G,No,0,2135,0.659,james harden,2022-23,745,0,70
37,1.5,0.1,111,245,45.9,0,72,13,84,190,F,No,0,1233,0.293,aleksej pokusevski,2021-22,588,0,37
99,3,0,105,400,46.5,2,61,30,82,235,F,No,0,2093,0.72,serge ibaka,2017-18,862,0,30
15,0.8,-0.8,120,164,47.4,15,138,24,75,191,G,No,0,2073,0.427,andrew nembhard,2022-23,855,0,68
148,3,0,105,392,45.1,0,103,0,82,245,F,No,0,2500,0.671,serge ibaka,2015-16,1203,0,39
22,2.9,0.8,100,303,46,7,166,0,83,270,C,No,0,1730,0.5,zaza pachulia,2014-15,711,0,79
15,2.9,-0.7,115,303,44,0,96,12,77,200,G,No,0,2768,0.488,zach lavine,2022-23,990,0,69
34,1.3,1.5,113,231,46.8,2,91,12,80,219,F,No,0,1042,0.5,jalen johnson,2022-23,444,0,34
6,0.7,1.4,116,37,45,2,57,7,74,195,G,No,0,760,0.573,miles mcbride,2022-23,347,0,35
6,0.6,-0.9,117,77,46,3,32,7,77,211,G,No,0,817,0.537,moses moody,2022-23,313,0,18
71,3.3,2.8,107,574,44.5,2,124,31,83,242,F,Yes,0.024,2013,0.639,giannis antetokounmpo,2020-21,679,0,71
23,1.6,0.4,113,169,46.3,1,61,14,79,217,F,No,0,1290,0.695,sam hauser,2022-23,508,0,31
21,1.4,-0.7,114,143,44.1,4,49,10,76,255,F,No,0,1258,0.622,david roddy,2022-23,537,0,28
23,2.7,0.1,104,469,49.2,13,115,0,83,275,C,No,0,2004,0.512,zaza pachulia,2015-16,883,0,61
23,1.3,0,116,165,48.6,1,91,15,82,240,F,No,0,1458,0.463,dwight powell,2022-23,839,0,46
154,2.7,0.4,104,364,40.1,1,77,0,82,245,F,No,0,2116,0.549,serge ibaka,2014-15,999,0,32
50,1,-1.4,120,230,46.6,8,86,4,80,210,F,No,0,2246,0.402,jerami grant,2022-23,712,0,50
63,2.7,1.7,112,317,45.3,0,75,10,81,240,C,No,0,1922,0.695,al horford,2022-23,1036,0,32
35,1.3,-1.1,116,265,47.7,3,80,20,80,190,F,No,0,2093,0.431,brandon ingram,2020-21,579,0,41
13,1.1,-1,116,128,46.9,5,82,12,75,178,G,No,0,1183,0.488,tre mann,2022-23,454,0,39
8,1.4,-1.5,119,279,47.3,7,91,12,80,225,F,No,0,2662,0.585,harrison barnes,2022-23,1106,0,57
60,1.1,-1.1,116,265,48.2,7,29,9,81,215,F,No,0,1279,0.427,jalen smith,2022-23,623,0,20
22,3.1,0.8,112,229,48.1,6,146,33,78,205,G,No,0,2237,0.622,caris levert,2022-23,801,0,74
50,3.4,3,109,575,49,0,199,19,83,284,C,No,0,2488,0.653,nikola jokic,2020-21,1278,0,92
37,2.8,0.1,114,357,46,0,102,24,79,226,F,No,0,2436,0.659,tobias harris,2022-23,776,0,67
7,1.3,-0.4,116,148,47.3,20,84,24,75,165,G,No,0,1395,0.488,isaiah joe,2022-23,522,0,49
13,1.2,0.1,115,133,46.9,2,56,3,78,220,G,No,0,1181,0.646,christian braun,2022-23,463,0,33
98,3.5,0.7,109,583,47.3,1,101,12,85,258,C,No,0,2148,0.512,rudy gobert,2022-23,1275,0,56
25,1.9,-1.8,117,193,47.1,3,138,21,76,194,G,No,0,2458,0.537,jordan poole,2022-23,803,0,66
61,2.6,2.3,112,302,47.7,1,166,20,81,230,F,No,0,1957,0.512,kyle anderson,2022-23,740,0,75
62,5,4.1,97,716,36.9,2,131,32,83,242,F,Yes,0.864,1917,0.767,giannis antetokounmpo,2019-20,715,1,62
14,1.3,-1.5,119,230,47.3,21,69,12,77,205,G,No,0,2152,0.463,tim hardaway jr,2022-23,827,0,50
126,2.6,-0.3,109,409,47,0,71,0,82,235,F,No,0,2422,0.622,serge ibaka,2016-17,1017,0,40
25,1.1,-0.5,117,169,46.1,3,84,14,76,234,G,No,0,1313,0.451,talen hortontucker,2022-23,521,0,38
37,3.2,0.3,113,309,48.1,13,136,23,78,220,G,No,0,2682,0.488,demar derozan,2022-23,883,0,81
32,2.2,0.6,114,283,46.7,0,158,15,81,205,F,No,0,1913,0.659,jalen mcdaniels,2022-23,842,0,80
24,2.7,0.8,112,145,48.2,11,157,27,76,220,G,No,0,1957,0.695,marcus smart,2022-23,653,0,92
24,2.5,1.2,112,224,47,3,142,29,72,175,G,No,0,1889,0.549,chris paul,2022-23,655,0,88
52,2.6,0.1,106,437,46.3,1,96,0,84,245,F,No,0,2364,0.512,dirk nowitzki,2015-16,1004,0,52
37,1.8,-0.4,112,329,45.6,4,117,27,79,190,F,No,0,2104,0.417,brandon ingram,2019-20,735,0,62
20,0.6,-0.9,120,183,46.2,0,94,11,80,229,F,No,0,1452,0.268,keita batesdiop,2022-23,608,0,46
24,1.6,-0.6,118,333,47.5,0,170,33,76,220,G,No,0,2482,0.427,buddy hield,2022-23,1151,0,96
16,0.8,-0.4,119,89,47.8,15,71,15,72,202,G,No,0,1447,0.585,davion mitchell,2022-23,582,0,48
35,2.5,1.6,101,270,54.5,0,123,0,83,275,C,No,0,1268,0.817,zaza pachulia,2016-17,565,0,56
44,3.1,2,108,545,48.9,5,204,38,84,284,C,No,0,2336,0.63,nikola jokic,2019-20,1261,0,88
108,5.5,4.1,99,739,40.6,1,152,55,83,242,F,Yes,0.56,2358,0.732,giannis antetokounmpo,2018-19,845,0,94
15,1.1,-0.6,117,141,45.8,0,55,18,78,220,G,No,0,1527,0.549,joe harris,2022-23,539,0,37
6,1.2,-0.1,116,143,46.6,1,52,15,77,206,G,No,0,1315,0.622,luke kennard,2022-23,459,0,30
22,2.3,0.3,104,249,40.6,28,84,0,79,235,F,No,0,1914,0.561,paul pierce,2014-15,647,0,44
16,1.4,-1,116,166,47.2,9,48,15,79,230,F,No,0,1512,0.659,georges niang,2022-23,580,0,31
56,4.3,2.9,105,637,46.9,5,195,40,84,250,C,No,0,2504,0.659,nikola jokic,2018-19,1422,0,112
48,2.3,0,108,458,46.9,12,144,0,84,245,F,No,0,2628,0.598,dirk nowitzki,2013-14,1011,0,72
38,2.8,-0.7,115,273,47.7,2,112,24,75,190,G,No,0,2649,0.512,cj mccollum,2022-23,1027,0,68
33,1.6,-0.3,117,202,47.4,0,100,20,79,220,F,No,0,2009,0.549,dorian finneysmith,2022-23,874,0,53
30,2.3,0.3,106,322,46.7,2,163,5,79,235,F,No,0,2098,0.537,paul pierce,2013-14,711,0,81
25,1.1,-0.1,113,166,47.7,0,32,6,83,240,F,No,0,945,0.695,mike muscala,2022-23,482,0,13
46,2.2,0.6,108,416,46.9,0,75,17,84,245,C,No,0,1900,0.293,dirk nowitzki,2017-18,957,0,46
23,1,0.4,109,156,46.7,0,51,18,82,240,F,No,0,820,0.476,harry giles iii,2018-19,392,0,29
34,1.9,0.9,115,338,49.9,12,131,18,83,240,F,No,0,1942,0.451,kelly olynyk,2022-23,1044,0,61
104,3.6,0.9,106,597,41.6,0,189,67,83,222,F,No,0,2756,0.537,giannis antetokounmpo,2017-18,907,0,111
22,1.8,-0.9,117,266,48.8,5,196,17,75,185,G,No,0,2435,0.585,deaaron fox,2022-23,970,0,80
41,1.8,-0.3,109,257,42.7,1,105,33,81,190,F,No,0,1975,0.427,brandon ingram,2017-18,672,0,47
101,1.9,0.6,113,270,48.5,1,78,17,82,234,F,No,0,1604,0.427,daniel gafford,2022-23,928,0,31
13,1.4,-0.1,118,149,48.7,4,118,19,73,175,G,No,0,2029,0.512,mike conley,2022-23,776,0,74
31,2,-0.5,107,413,48.2,7,70,0,84,245,F,No,0,2282,0.61,dirk nowitzki,2014-15,867,0,38
12,0.8,-2.4,120,174,47.2,0,84,18,77,194,G,No,0,1988,0.451,jordan clarkson,2022-23,712,0,30
60,2.9,1.6,107,608,51.3,8,185,41,82,250,C,No,0,2443,0.561,nikola jokic,2017-18,1416,0,90
27,3.5,0.6,111,226,48.8,2,166,34,73,215,G,No,0,2432,0.622,donovan mitchell,2022-23,689,0,102
152,4.5,2.4,104,558,41.6,2,218,0,83,222,F,No,0,2845,0.512,giannis antetokounmpo,2016-17,937,0,128
28,1.6,0.1,117,180,47.7,1,96,21,77,210,G,No,0,2121,0.573,quentin grimes,2022-23,813,0,49
28,1.6,0.1,117,180,47.7,1,96,21,77,210,G,No,0,2121,0.573,quentin grimes,2022-23,813,0,49
24,1.5,0.1,117,199,48.7,1,102,9,77,215,G,No,0,1872,0.537,terance mann,2022-23,707,0,40
28,1.9,-1.7,117,247,47.6,0,98,18,78,220,G,No,0,2279,0.537,klay thompson,2022-23,674,0,48
39,0.7,-1.4,115,256,47,2,94,0,81,190,F,No,0,2279,0.317,brandon ingram,2016-17,693,0,47
58,2,1.4,109,506,53.5,0,130,0,82,250,F,No,0,2038,0.488,nikola jokic,2016-17,1037,0,58
27,2,0.5,103,306,50.3,2,81,11,83,279,C,No,0,849,0.488,andre drummond,2022-23,451,0,47
14,1.4,0.7,105,232,48.5,0,96,18,83,270,C,No,0,972,0.707,zaza pachulia,2017-18,610,0,41
20,1.4,-0.3,105,174,45.1,0,61,0,79,235,F,No,0,1231,0.646,paul pierce,2015-16,457,0,34
20,1.3,1.6,107,166,49.6,4,70,13,83,270,C,No,0,878,0.5,zaza pachulia,2018-19,486,0,34
112,2.9,0.7,106,499,44.7,4,214,9,83,222,F,No,0,2823,0.402,giannis antetokounmpo,2015-16,993,0,96
47,2.2,1.3,104,379,46.8,3,159,0,82,250,C,No,0,1733,0.402,nikola jokic,2015-16,765,0,79
12,0.6,0.9,117,49,46.2,0,70,10,72,185,G,No,0,845,0.5,aaron holiday,2022-23,333,0,36
84,2.2,0.9,111,336,47.1,0,51,9,86,220,C,No,0,1505,0.415,bol bol,2022-23,667,0,28
14,2.2,0.7,114,176,49,3,113,21,76,198,G,No,0,1972,0.707,grayson allen,2022-23,733,0,65
12,0.3,-2.5,123,143,49,2,101,16,75,181,G,No,0,2171,0.402,anfernee simons,2022-23,869,0,43
15,1,-0.2,117,103,49.3,9,77,13,73,195,G,No,0,1338,0.268,devonte graham,2022-23,495,0,44
30,1.2,-0.9,116,232,49.1,10,59,11,81,234,F,No,0,1247,0.585,trey lyles,2022-23,505,0,30
7,1.4,-2,119,161,48.4,5,128,22,73,164,G,No,0,2541,0.5,trae young,2022-23,783,0,80
49,2.8,1.3,111,486,48,0,93,15,81,222,F,No,0,1958,0.537,kevon looney,2022-23,1181,0,49
80,4,1.2,101,442,44.1,1,146,7,83,217,F,No,0,2541,0.5,giannis antetokounmpo,2014-15,796,0,72
60,1.1,-0.1,110,261,42.3,0,138,0,81,205,G,No,0,1897,0.183,giannis antetokounmpo,2013-14,612,0,60
38,2.6,0.7,114,253,53.3,6,155,24,77,211,G,No,0,2276,0.488,jalen williams,2022-23,728,0,105
14,1.8,-0.5,117,201,49.2,27,103,23,74,190,G,No,0,2379,0.573,jalen brunson,2022-23,856,0,61
64,4.3,1.7,109,578,44.1,2,157,30,81,255,C,Yes,0.184,2416,0.561,bam adebayo,2023-24,992,0,78
60,3.8,0.8,111,504,48.7,2,134,18,81,255,C,Yes,0.036,2598,0.537,bam adebayo,2022-23,1078,0,90
57,4.4,0.7,110,744,52.7,1,164,20,82,260,C,No,0,2746,0.488,nikola vucevic,2022-23,1392,0,57
12,2,0.4,110,340,49.7,33,41,11,80,251,F,No,0,1240,0.537,kevin love,2022-23,519,0,19
28,2.5,0.5,113,256,50.8,16,139,20,77,205,F,No,0,2077,0.537,caleb martin,2022-23,928,0,71
62,3.2,2,108,431,44.9,5,144,23,81,255,C,Yes,0.062,2143,0.556,bam adebayo,2020-21,856,0,74
92,3.9,2,106,559,43.4,1,179,38,81,255,C,Yes,0.034,2417,0.603,bam adebayo,2019-20,1047,0,78
14,2.8,-0.6,110,518,47.6,0,58,14,83,250,F,No,0,1818,0.707,bobby portis,2022-23,760,0,28
50,1,0.3,118,286,50.2,4,59,12,83,250,F,No,0,1441,0.268,zach collins,2022-23,911,0,38
49,1.7,-0.4,115,301,48.7,0,162,36,80,215,F,No,0,1767,0.268,tari eason,2022-23,713,0,98
15,2,0,114,231,48.5,1,110,11,79,220,F,No,0,1792,0.512,naji marshall,2022-23,649,0,54
7,1.9,0.2,114,196,48.3,8,69,29,77,195,G,No,0,1730,0.488,coby white,2022-23,731,0,52
170,2.5,1.5,111,389,47.5,0,59,9,84,245,C,No,0,1703,0.451,walker kessler,2022-23,1083,0,30
66,3.4,2.2,104,432,45.3,0,117,21,82,255,C,No,0,1913,0.476,bam adebayo,2018-19,844,0,74
32,2.6,0.7,113,276,49.3,6,68,15,78,236,F,No,0,2045,0.695,grant williams,2022-23,814,0,40
40,1.9,0.7,105,263,44.1,1,73,24,82,255,C,No,0,1368,0.537,bam adebayo,2017-18,572,0,34
12,1.1,-0.4,118,184,49.4,5,82,18,74,183,G,No,0,1695,0.427,monte morris,2022-23,601,0,43
8,2.3,0.3,113,172,49,3,118,10,74,196,G,No,0,1940,0.622,tyus jones,2022-23,543,0,79
145,3.2,1.5,111,513,46.7,0,112,19,83,215,C,No,0,2116,0.39,nic claxton,2023-24,1189,0,41
86,2.2,0.8,114,417,52.2,3,144,20,85,245,C,No,0,1906,0.5,jakob poeltl,2022-23,1137,0,65
36,2.6,-0.1,115,425,50.3,2,153,26,80,230,F,No,0,2652,0.5,pascal siakam,2022-23,1007,0,64
190,4,2.2,108,518,44.9,0,173,18,83,215,C,Yes,0.014,2271,0.549,nic claxton,2022-23,1212,0,68
74,2.1,-0.3,113,404,48.5,0,41,19,81,214,F,No,0,1738,0.463,christian wood,2022-23,815,0,27
23,2.2,1.1,116,451,48.6,0,135,33,76,215,G,No,0,2454,0.573,josh hart,2022-23,999,0,91
23,2.2,1.1,116,451,48.6,0,135,33,76,215,G,No,0,2454,0.573,josh hart,2022-23,999,0,91
71,2.1,0.2,115,385,49.8,14,61,16,81,226,F,No,0,2130,0.5,john collins,2022-23,990,0,43
20,2.2,0.6,113,238,48.4,0,75,24,76,229,G,No,0,1744,0.695,malcolm brogdon,2022-23,599,0,47
7,2.3,1.3,113,245,49.3,0,179,19,76,203,G,No,0,1894,0.537,donte divincenzo,2022-23,807,0,94
47,2.4,-0.7,114,247,46.9,5,166,23,79,203,F,No,0,2055,0.573,kelly oubre jr,2023-24,733,0,74
20,0.8,-0.4,117,116,48.8,0,34,5,81,203,F,No,0,969,0.329,jt thor,2022-23,447,0,20
12,0.7,-0.4,119,196,50.7,7,67,7,80,237,F,No,0,1182,0.402,trendon watford,2022-23,580,0,30
13,0.7,-1.2,118,156,49.6,4,66,17,79,210,F,No,0,1083,0.427,oshae brissett,2022-23,361,0,32
47,2.4,1,114,471,51.2,1,118,14,84,254,F,No,0,2054,0.537,mason plumlee,2022-23,1110,0,47
16,0.8,-2.5,121,231,48.5,2,92,22,77,210,G,No,0,2222,0.427,bennedict mathurin,2022-23,806,0,47
82,3.5,2.8,108,382,46.6,0,146,28,84,250,C,No,0,1896,0.61,isaiah hartenstein,2023-24,975,0,90
66,2.4,1.2,111,327,47.6,3,107,19,84,250,C,No,0,1626,0.573,isaiah hartenstein,2022-23,815,0,49
94,1.2,0.9,114,169,47.7,1,67,9,81,205,F,No,0,1042,0.427,isaiah jackson,2022-23,595,0,32
18,1,-0.8,120,238,49.9,3,144,21,76,203,G,No,0,2024,0.268,kevin porter jr,2022-23,876,0,83
8,1.6,-1,117,248,49.3,1,98,19,76,187,G,No,0,2093,0.524,malik beasley,2022-23,716,0,65
75,2.2,3.1,106,215,45,5,73,8,84,250,C,No,0,1216,0.512,isaiah hartenstein,2021-22,849,0,48
30,1.4,-1.6,115,223,49,1,187,29,78,203,F,No,0,1999,0.524,kelly oubre jr,2021-22,743,0,76
6,0.3,-0.8,122,85,50.4,2,54,12,75,200,G,No,0,1227,0.207,cory joseph,2022-23,480,0,30
13,2.4,-0.8,115,333,48.4,0,90,20,77,195,G,No,0,2337,0.537,tyler herro,2022-23,826,0,54
62,1.3,-0.9,113,254,46.6,6,208,31,79,205,F,No,0,1935,0.232,kelly oubre jr,2018-19,702,0,83
38,2.5,0.6,115,173,50.6,1,200,28,77,204,G,No,0,2381,0.646,kentavious caldwellpope,2022-23,716,0,114
38,3.1,1.6,111,243,49.6,0,234,24,74,200,G,No,0,2150,0.659,deanthony melton,2022-23,935,0,123
32,2.3,-0.1,109,304,48.8,10,216,41,79,205,F,No,0,2231,0.524,kelly oubre jr,2017-18,729,0,81
62,2.7,-0.1,115,333,50.9,1,146,24,80,225,F,No,0,2678,0.5,scottie barnes,2022-23,1149,0,85
15,1.5,0,110,200,45.5,6,196,0,79,205,F,No,0,1605,0.598,kelly oubre jr,2016-17,521,0,53
84,3.8,2.1,108,613,47.2,1,166,24,84,290,C,No,0,2078,0.598,jusuf nurkic,2023-24,1190,0,84
27,1.5,-0.9,117,236,48.1,2,87,18,80,230,F,No,0,1826,0.573,rui hachimura,2023-24,709,0,41
24,1.8,-0.9,118,242,50,4,89,15,77,215,G,No,0,2725,0.549,spencer dinwiddie,2022-23,870,0,63
41,1.1,-0.3,119,235,48.6,0,82,21,81,220,F,No,0,1730,0.573,obi toppin,2023-24,572,0,49
143,2,0.7,114,378,49.7,0,80,9,83,250,C,No,0,1825,0.427,myles turner,2022-23,1059,0,37
23,3.1,-0.2,114,626,48.6,0,99,19,80,250,F,No,0,2737,0.573,julius randle,2022-23,1098,0,46
25,1.3,-1,116,230,40.8,2,55,9,80,230,F,No,0,1466,0.524,rui hachimura,2022-23,515,0,19
104,2.4,0.8,112,359,46.8,1,100,16,81,240,F,No,0,1849,0.5,onyeka okongwu,2022-23,1010,0,56
20,1.2,-1.4,119,238,46.5,4,92,12,80,221,F,No,0,2126,0.5,deandre hunter,2022-23,843,0,34
27,1.2,-0.4,113,161,46.7,0,51,3,83,255,C,No,0,979,0.549,jock landale,2022-23,550,0,14
14,1.2,-0.5,116,142,51.2,1,85,13,77,190,G,No,0,1297,0.488,aaron wiggins,2022-23,619,0,41
27,0.5,-1.4,122,118,49,0,93,10,75,215,G,No,0,1965,0.537,eric gordon,2022-23,504,0,41
40,2.8,0.4,114,222,50.2,0,141,14,80,206,F,No,0,2448,0.512,trey murphy iii,2022-23,903,0,87
12,1.2,-0.3,116,132,49.7,1,68,11,79,206,G,No,0,1330,0.549,terrence ross,2022-23,473,0,37
18,1.4,-0.7,116,151,48.9,0,88,16,76,215,G,No,0,1567,0.537,norman powell,2022-23,468,0,48
30,0.9,0.6,115,187,48.3,3,70,9,80,229,F,No,0,970,0.268,usman garuba,2022-23,530,0,45
15,1.2,-0.9,117,152,49,1,70,14,77,205,G,No,0,1567,0.659,shake milton,2022-23,471,0,22
72,1.5,-0.2,113,269,51.9,2,37,4,84,245,C,No,0,1217,0.329,nick richards,2022-23,701,0,13
30,1.9,1.7,109,186,47.7,0,98,15,79,245,F,No,0,1180,0.622,xavier tillman,2022-23,622,0,59
6,0.9,-0.6,119,127,50.3,2,74,23,79,200,G,No,0,1539,0.463,josh green,2022-23,483,0,42
17,0.8,-1.2,121,233,50.9,5,90,21,74,195,G,No,0,2107,0.402,damian lillard,2022-23,644,0,52
6,0.9,-0.9,117,87,48.6,0,72,9,73,185,G,No,0,1211,0.549,seth curry,2022-23,418,0,36
24,0.6,-2,121,173,50.4,3,68,10,77,200,G,No,0,1779,0.402,shaedon sharpe,2022-23,680,0,40
22,1.7,-0.3,117,209,51.5,0,160,17,79,198,G,No,0,2203,0.585,kevin huerter,2022-23,887,0,82
13,1,-0.8,116,158,45.6,0,41,11,81,220,F,No,0,1050,0.573,obi toppin,2022-23,338,0,20
12,0.3,-1.4,120,51,50.5,1,73,8,76,215,G,No,0,786,0.268,josh christopher,2022-23,295,0,29
19,0.8,0.2,113,151,50.4,0,47,5,81,225,F,No,0,689,0.585,chimezie metu,2022-23,391,0,19
29,1.4,-0.5,112,253,55,0,32,9,82,248,C,No,0,1081,0.646,thomas bryant,2022-23,609,0,17
12,0.9,-0.3,114,119,52,1,86,13,76,201,G,No,0,841,0.585,terence davis,2022-23,344,0,42
36,1.5,0.3,111,199,40.9,0,51,14,81,220,F,No,0,1230,0.451,obi toppin,2021-22,423,0,21
35,1.5,1.1,110,182,45.9,0,76,11,80,245,F,No,0,1085,0.528,xavier tillman,2020-21,593,0,41
6,0,-2.5,124,115,49.3,0,18,11,78,225,F,No,0,1314,0.268,doug mcdermott,2022-23,454,0,13
12,1,0.7,108,112,42.8,1,31,8,81,220,F,No,0,683,0.569,obi toppin,2020-21,271,0,18
19,1.6,-1.1,117,208,52.4,2,106,24,73,190,G,No,0,2221,0.329,terry rozier,2022-23,794,0,76
19,0.5,-1.8,117,242,46.5,4,94,25,79,225,F,No,0,2018,0.299,deandre hunter,2019-20,805,0,44
7,0.9,-1.4,120,174,50.8,0,57,13,78,224,F,No,0,2093,0.427,corey kispert,2022-23,768,0,30
7,0.2,-2.1,123,153,51.7,0,50,15,76,180,F,No,0,1550,0.268,malaki branham,2022-23,518,0,33
6,1.2,-1,116,134,54.6,0,81,9,76,201,G,No,0,1252,0.512,jaylen nowell,2022-23,390,0,39
13,0.5,-2.5,122,262,52.4,0,100,9,77,220,F,No,0,2063,0.268,keldon johnson,2022-23,717,0,44
12,1,-1.3,116,178,53.2,0,48,13,81,225,F,No,0,1188,0.427,jordan nwora,2022-23,434,0,24
12,1,-1.3,116,178,53.2,0,48,13,81,225,F,No,0,1188,0.427,jordan nwora,2022-23,434,0,24
101,3.3,1.7,105,505,43.6,0,131,47,84,275,C,No,0,1974,0.646,jusuf nurkic,2018-19,1194,0,72
139,4.3,1.7,103,727,41.6,2,87,11,85,258,C,Yes,0.272,2120,0.598,rudy gobert,2021-22,1371,0,46
21,3.7,1.7,107,228,45,16,205,39,76,220,G,Yes,0.514,2296,0.622,marcus smart,2021-22,754,1,121
72,2.4,-0.4,108,315,44,13,96,12,81,200,F,No,0,1690,0.585,chris boucher,2021-22,709,0,48
111,3.9,1.1,101,519,46.8,2,132,32,84,280,C,No,0,2088,0.598,jusuf nurkic,2017-18,1296,0,63
69,1.8,0.5,107,313,48.3,0,126,0,84,280,C,No,0,1391,0.5,jusuf nurkic,2016-17,658,0,50
26,2.4,0.3,112,232,44,4,183,42,75,205,G,Yes,0.012,2208,0.622,jrue holiday,2021-22,947,0,106
30,2.1,0.9,108,160,41.7,9,111,18,77,205,F,No,0,1372,0.646,caleb martin,2021-22,633,0,59
50,2,1.1,111,245,41.3,0,166,21,76,202,G,No,0,1774,0.537,bruce brown,2021-22,780,0,79
22,0.6,-1.7,118,133,43,12,110,25,72,202,G,No,0,2076,0.366,davion mitchell,2021-22,768,0,52
68,1.8,0.9,101,257,45.9,3,103,0,83,280,C,No,0,1103,0.366,jusuf nurkic,2014-15,527,0,50
81,2.6,1,110,295,50.7,0,168,26,81,210,F,No,0,1590,0.573,paul reed,2023-24,832,0,65
26,3.4,0.4,108,301,44.1,7,140,32,74,185,G,No,0,2211,0.646,stephen curry,2021-22,683,0,83
39,2.1,2,110,248,50.8,11,123,13,80,245,F,No,0,1381,0.512,larry nance jr,2022-23,532,0,58
90,3.8,2.9,104,422,42.5,0,66,23,81,240,C,Yes,0.006,2005,0.622,al horford,2021-22,1038,0,48
44,1.6,1.5,105,150,49.3,1,79,13,81,210,F,No,0,755,0.659,paul reed,2022-23,424,0,44
32,2.7,2.1,104,276,48.6,1,98,23,80,198,F,No,0,1396,0.646,otto porter jr,2021-22,498,0,69
40,1.6,1.4,112,384,46.2,3,187,44,81,230,F,No,0,1795,0.232,larry nance jr,2018-19,842,0,100
44,2.1,-0.6,110,327,44.3,4,73,26,80,225,F,No,0,1725,0.585,precious achiuwa,2021-22,836,0,36
40,2.3,1.5,104,291,48.1,2,158,34,81,230,F,No,0,1421,0.61,larry nance jr,2017-18,676,0,86
38,3.1,1,107,389,47,1,222,67,80,198,F,No,0,2432,0.524,otto porter jr,2017-18,761,0,114
0,1.8,0,112,216,41.8,1,88,20,75,190,G,No,0,1802,0.451,immanuel quickley,2021-22,682,0,55
40,3,0.9,108,396,47.7,4,234,0,80,198,F,No,0,2605,0.598,otto porter jr,2016-17,844,0,120
37,1.5,1.2,109,249,50,0,169,0,81,230,F,No,0,1442,0.317,larry nance jr,2016-17,538,0,81
25,0.9,0.2,109,211,47.5,1,138,0,81,230,F,No,0,1266,0.207,larry nance jr,2015-16,423,0,57
30,2.7,0.8,105,294,48.2,6,234,0,80,198,F,No,0,2276,0.5,otto porter jr,2015-16,684,0,105
29,1.8,0.6,104,151,38.9,1,84,0,80,198,F,No,0,1432,0.561,otto porter jr,2014-15,409,0,44
61,3.2,0.1,113,477,45.7,0,129,23,83,220,F,No,0,2424,0.5,jabari smith jr,2023-24,1077,0,53
41,1,-0.7,117,157,48.5,4,64,5,81,245,C,No,0,1214,0.256,duop reath,2023-24,670,0,34
32,2.1,-1,118,304,46.5,1,124,23,78,209,G,No,0,2854,0.39,mikal bridges,2023-24,927,0,80
74,1.6,1.2,112,206,47.7,0,50,10,81,245,F,No,0,1130,0.561,trayce jacksondavis,2023-24,620,0,27
43,1.2,0.1,114,282,45.6,12,55,10,79,240,F,No,0,1641,0.524,montrezl harrell,2021-22,810,0,28
21,2.6,3.4,103,175,43.8,0,180,23,75,195,G,No,0,1248,0.646,gary payton ii,2021-22,457,0,97
13,2.4,0.7,109,231,44.6,6,84,21,80,210,F,No,0,1730,0.78,cameron johnson,2021-22,639,0,59
59,2,-0.4,113,491,43.9,2,55,13,81,221,F,No,0,2204,0.427,kyle kuzma,2021-22,814,0,40
27,3.3,0.2,109,297,43.3,1,120,32,77,206,G,No,0,2345,0.78,devin booker,2021-22,936,0,75
60,2.3,0.6,112,223,45.1,25,119,33,76,190,G,No,0,2199,0.622,derrick white,2021-22,942,0,68
50,2.6,-1,110,477,43.8,0,116,18,82,250,F,No,0,2028,0.622,bobby portis,2021-22,972,0,50
47,1.9,1.2,114,237,48.8,2,120,17,80,230,G,No,0,1709,0.537,nicolas batum,2022-23,674,0,55
13,1.5,-0.9,115,179,44.1,3,114,30,74,185,G,No,0,2135,0.537,seth curry,2021-22,691,0,51
40,2,1.1,105,281,46.3,12,57,7,84,245,C,No,0,1065,0.646,dewayne dedmon,2021-22,495,0,27
6,1.9,-0.4,112,180,45.7,6,110,21,73,172,G,No,0,1837,0.244,dennis schroder,2021-22,632,0,51
